0.000,0.000,545.000,557.000,550.000,548.000
0.000,0.000,545.000,557.000,550.000,548.000
0.000,0.000,546.000,558.000,550.000,548.000
0.000,0.000,546.000,558.000,550.000,548.000
0.000,0.000,546.000,558.000,550.000,548.000
0.000,0.000,546.000,558.000,550.000,548.000
0.000,0.000,546.000,558.000,550.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,549.000
0.000,0.000,545.000,558.000,549.000,549.000
0.000,0.000,545.000,558.000,549.000,549.000
0.000,0.000,545.000,558.000,550.000,549.000
0.000,0.000,545.000,558.000,550.000,549.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,557.000,549.000,548.000
0.000,0.000,545.000,557.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,557.000,550.000,548.000
0.000,0.000,545.000,558.000,550.000,548.000
0.000,0.000,545.000,557.000,549.000,548.000
0.000,0.000,546.000,557.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,549.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,549.000
0.000,0.000,545.000,558.000,549.000,549.000
0.000,0.000,545.000,558.000,549.000,549.000
0.000,0.000,546.000,558.000,549.000,549.000
0.000,0.000,546.000,558.000,549.000,549.000
0.000,0.000,546.000,558.000,549.000,549.000
0.000,0.000,546.000,558.000,549.000,549.000
0.000,0.000,546.000,558.000,549.000,549.000
0.000,0.000,546.000,558.000,548.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,548.000,548.000
0.000,0.000,546.000,559.000,548.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,557.000,550.000,548.000
0.000,0.000,546.000,557.000,550.000,548.000
0.000,0.000,546.000,557.000,549.000,548.000
0.000,0.000,545.000,557.000,550.000,548.000
0.000,0.000,545.000,557.000,550.000,548.000
0.000,0.000,545.000,557.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,549.000
0.000,0.000,545.000,558.000,549.000,549.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,550.000,548.000
0.000,0.000,545.000,558.000,550.000,548.000
0.000,0.000,545.000,557.000,550.000,548.000
0.000,0.000,545.000,557.000,549.000,548.000
0.000,0.000,546.000,557.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,549.000
0.000,0.000,545.000,558.000,549.000,549.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,549.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,557.000,549.000,548.000
0.000,0.000,546.000,557.000,550.000,548.000
0.000,0.000,546.000,557.000,550.000,548.000
0.000,0.000,546.000,557.000,550.000,549.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,557.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,545.000,557.000,549.000,548.000
0.000,0.000,545.000,557.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,557.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,545.000,557.000,549.000,548.000
0.000,0.000,545.000,557.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,557.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,549.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,549.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,549.000
0.000,0.000,545.000,558.000,549.000,549.000
0.000,0.000,545.000,558.000,549.000,549.000
0.000,0.000,546.000,558.000,549.000,549.000
0.000,0.000,545.000,558.000,549.000,549.000
0.000,0.000,545.000,558.000,549.000,549.000
0.000,0.000,545.000,557.000,549.000,549.000
0.000,0.000,545.000,557.000,549.000,549.000
0.000,0.000,545.000,557.000,549.000,549.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,545.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,549.000,548.000
0.000,0.000,546.000,558.000,550.000,548.000
0.000,0.000,545.000,558.000,550.000,549.000
0.000,0.000,551.000,550.000,550.000,548.000
5.000,0.000,551.000,551.000,550.000,548.000
5.000,0.000,551.000,550.000,551.000,548.000
5.000,0.000,551.000,550.000,551.000,548.000
5.000,0.000,551.000,550.000,551.000,547.000
5.000,0.000,551.000,550.000,551.000,547.000
5.000,0.000,551.000,550.000,551.000,547.000
5.000,0.000,550.000,550.000,550.000,548.000
5.000,0.000,551.000,551.000,550.000,548.000
5.000,0.000,550.000,551.000,550.000,548.000
5.000,0.000,550.000,551.000,550.000,548.000
5.000,0.000,550.000,551.000,550.000,547.000
5.000,0.000,550.000,551.000,551.000,547.000
5.000,0.000,550.000,551.000,550.000,548.000
