-0.635863712,0.511370687,0.189769519,2.428646075,-0.727296385,-0.529075272,-1.557398269,0.97611647,-0.633256683,1.11673463,0.313564286,3.280238222,-0.649959169,1.748850674,0.158759354,0.712311293,0.378325845,0.49506611,-0.272077022,0.649052179
0.021736346,0.535955305,0.232867414,-1.22095823,0.330630491,-1.190646519,1.990638542,-0.58009705,-0.490542947,0.720741078,-0.331661593,-2.366182691,0.895518227,-0.277480539,-0.937965409,0.991530854,-0.200847159,-0.671150519,-0.943259469,-0.45783343
-0.328938827,-0.512387488,1.087793162,-0.641576934,0.445272714,-1.146623517,-2.227496004,-0.446361005,0.962495694,-0.903327454,-0.750821454,0.426010069,0.447792967,0.454086186,-0.098567069,-0.692749806,0.056555826,-0.916243383,0.580685395,-0.262673266
-0.551493482,-0.445507547,-0.009578209,0.147772741,0.500344698,-0.359698513,-0.449305978,-0.597984438,0.716719083,0.949837073,0.001875238,-0.447653076,-0.387605167,1.43836573,0.220012392,-1.361202447,-0.426741141,0.215994434,0.551437278,0.40041683
0.802905098,-1.353722729,3.365884801,1.627332765,0.167246244,0.893228184,-0.882109227,2.029130034,-0.635237255,-1.891221894,0.833859883,4.07789106,-3.167926445,0.453099481,0.942599914,-1.037350512,0.12189977,-0.304959127,0.542998524,0.761126641
0.125138123,0.817481642,0.481579437,0.063733402,0.32304299,-1.29549048,0.6463881,0.798486806,-0.806953885,-0.804535307,-0.527689322,0.670945581,0.842889915,-1.201989499,-0.766640003,0.269657957,0.246164886,-0.278124957,-0.009594533,0.259352108
-0.82445773,0.306781121,-0.181092676,-0.926389232,-0.577736495,1.553844325,-0.185651604,-0.405664374,-2.611055754,-2.604221373,2.435543156,0.789100827,-0.858841912,-4.458453273,0.998944219,1.482688967,2.283023444,-0.591636787,-1.496097573,-0.867777741
-0.702052276,0.480642108,1.149544944,0.048946145,0.333741402,-0.712507187,-0.048355428,0.157849062,0.078578682,-1.228598926,-0.471009399,-0.480238903,-0.269692312,-0.374688012,-0.381029971,-0.934103062,-0.730934248,0.1166264,0.323724056,-0.45967049
0.79153416,-0.474543554,-1.934077549,-0.964346621,-0.028076593,1.129312337,-0.705696911,1.599121096,-0.188221611,1.533681158,0.461920932,0.66641017,0.204484029,0.49002216,0.503477824,0.526439834,0.726598051,-0.915978617,0.121272857,0.086832989
0.684073708,0.094888939,0.577679254,0.865984905,0.334588359,0.22580691,1.356072757,-0.372120536,1.199376147,-0.001965348,0.236755134,-0.547101159,-0.383403659,-0.053491545,0.031999754,0.073972426,-0.212998303,0.203078741,-0.100542248,-0.681948602
