-44.59749165,-39.64998427,-21.34869287,-62.23033643
-28.10371006,38.39709566,47.64178091,53.89598315
-22.75997383,-31.23202268,-35.13344,68.29037268
-58.11891993,54.22527195,43.70128711,-13.68199698
-57.76083431,-50.10238787,20.71213292,-46.12459312
-74.36813584,9.901803602,58.69784039,14.5558267
70.81770192,-28.24746562,-26.70289749,50.60780319
-26.42974812,-35.017794,-64.3843115,38.3246366
65.8675315,6.864949357,-42.76031749,51.06476333
-44.82442139,-61.58778169,1.990943896,46.23166163
35.50109372,-37.00926263,-48.70750718,-51.58484101
20.08572517,-58.56886756,7.499885422,59.80240843
-71.53988126,-20.35678386,-26.1534441,-55.32892802
33.64403266,41.9139012,26.12624317,-64.0280704
-80.05410392,2.388945155,49.34847537,27.35784139
31.75077037,49.71071836,-63.53729431,5.366161897
63.93250982,64.39199119,-21.89467369,3.898546838
-36.10784896,-72.2379476,-32.97282136,1.620218332
20.29848471,-35.21205982,-52.67567534,-55.01428746
17.93504172,2.607394257,-70.41745406,-45.46085237
