Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm),Theta 1,Theta 2,Omega 1,Omega 2
0.000,26.760,-46.231,27.000,-45.000,-5215.000,-9564.000,26.760,-46.231
0.001,26.760,-46.231,27.000,-45.000,-5215.000,-9564.000,26.760,-46.231
0.002,26.760,-46.231,27.000,-45.000,-5215.000,-9564.000,26.760,-46.231
0.003,26.760,-46.231,27.000,-45.000,-5215.000,-9564.000,26.760,-46.231
0.004,26.760,-46.231,27.000,-45.000,-5215.000,-9564.000,26.760,-46.231
0.005,26.760,-46.231,27.000,-45.000,-5215.000,-9564.000,26.760,-46.231
0.006,26.760,-46.231,27.000,-45.000,-5215.000,-9564.000,26.760,-46.231
0.007,26.760,-46.231,27.000,-45.000,-5215.000,-9564.000,26.760,-46.231
0.008,26.760,-46.231,27.000,-45.000,-5215.000,-9564.000,26.760,-46.231
0.009,26.760,-46.231,27.000,-45.000,-5215.000,-9564.000,26.760,-46.231
0.010,26.760,-46.231,27.000,-45.000,-5215.000,-9564.000,26.760,-46.231
0.011,26.760,-46.231,27.000,-45.000,-5215.000,-9564.000,26.760,-46.231
0.012,26.760,-46.231,27.000,-45.000,-5215.000,-9564.000,26.760,-46.231
0.013,26.760,-46.231,27.000,-45.000,-5215.000,-9564.000,26.760,-46.231
0.014,26.760,-46.231,27.000,-45.000,-5215.000,-9564.000,26.760,-46.231
0.015,26.760,-46.231,27.000,-45.000,-5215.000,-9564.000,26.760,-46.231
0.016,26.760,-46.231,27.000,-45.000,-5215.000,-9564.000,26.760,-46.231
0.017,26.760,-46.231,27.000,-45.000,-5215.000,-9564.000,26.760,-46.231
0.018,26.760,-46.231,27.000,-45.000,-5215.000,-9564.000,26.760,-46.231
0.019,26.760,-46.231,27.000,-45.000,-5215.000,-9564.000,26.760,-46.231
0.020,26.760,-46.231,27.000,-45.000,-5215.000,-9564.000,26.760,-46.231
0.021,26.760,-46.231,27.000,-45.000,-5215.000,-9564.000,26.760,-46.231
