Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm),Theta 1,Theta 2,Omega 1,Omega 2
0.000,-56.038,40.262,-62.463,76.085,-6130.000,-11777.000,-6130.000,-11776.976
0.001,-56.038,40.303,-62.463,76.085,-6130.000,-11778.000,-6130.000,-11777.434
0.002,-56.038,40.345,-62.463,76.085,-6130.000,-11779.000,-6130.000,-11778.176
0.003,-56.038,40.345,-62.463,76.085,-6130.000,-11779.000,-6130.000,-11778.976
0.004,-56.038,40.387,-62.463,76.085,-6130.000,-11780.000,-6130.000,-11779.434
0.005,-56.038,40.387,-62.463,76.085,-6130.000,-11780.000,-6130.000,-11779.883
0.006,-56.052,40.429,-62.463,76.085,-6130.000,-11781.000,-6130.000,-11780.390
0.007,-56.052,40.470,-62.463,76.085,-6130.000,-11782.000,-6130.000,-11781.192
0.008,-56.052,40.470,-62.463,76.085,-6130.000,-11782.000,-6130.000,-11781.983
0.009,-56.052,40.512,-62.463,76.085,-6130.000,-11783.000,-6130.000,-11782.432
0.010,-56.052,40.512,-62.463,76.085,-6130.000,-11783.000,-6130.000,-11782.882
0.011,-56.052,40.554,-62.463,76.085,-6130.000,-11784.000,-6130.000,-11783.390
0.012,-56.052,40.596,-62.463,76.085,-6130.000,-11784.000,-6130.000,-11783.899
0.013,-56.052,40.596,-62.463,76.085,-6130.000,-11785.000,-6130.000,-11784.397
0.014,-56.052,40.637,-62.463,76.085,-6130.000,-11786.000,-6130.000,-11785.189
0.015,-56.052,40.637,-62.463,76.085,-6130.000,-11786.000,-6130.000,-11785.982
0.016,-56.052,40.665,-62.463,76.085,-6130.000,-11787.000,-6130.000,-11786.432
0.017,-56.052,40.665,-62.463,76.085,-6130.000,-11787.000,-6130.000,-11786.882
0.018,-56.052,40.707,-62.463,76.085,-6130.000,-11788.000,-6130.000,-11787.390
0.019,-56.052,40.707,-62.463,76.085,-6130.000,-11788.000,-6130.000,-11787.899
0.020,-56.052,40.749,-62.463,76.085,-6130.000,-11789.000,-6130.000,-11788.397
0.021,-56.052,40.749,-62.463,76.085,-6130.000,-11789.000,-6130.000,-11788.896
0.022,-56.052,40.791,-62.463,76.085,-6130.000,-11790.000,-6130.000,-11789.396
0.023,-56.052,40.791,-62.463,76.085,-6130.000,-11790.000,-6130.000,-11789.897
0.024,-56.052,40.832,-62.463,76.085,-6130.000,-11791.000,-6130.000,-11790.396
0.025,-56.052,40.832,-62.463,76.085,-6130.000,-11791.000,-6130.000,-11790.896
0.026,-56.052,40.832,-62.463,76.085,-6130.000,-11791.000,-6130.000,-11791.104
0.027,-56.052,40.874,-62.463,76.085,-6130.000,-11792.000,-6130.000,-11791.311
0.028,-56.052,40.874,-62.463,76.085,-6130.000,-11792.000,-6130.000,-11791.861
0.029,-56.052,40.916,-62.463,76.085,-6130.000,-11793.000,-6130.000,-11792.411
0.030,-56.052,40.916,-62.463,76.085,-6130.000,-11793.000,-6130.000,-11792.903
0.031,-56.052,40.916,-62.463,76.085,-6130.000,-11793.000,-6130.000,-11793.101
0.032,-56.052,40.944,-62.463,76.085,-6130.000,-11794.000,-6130.000,-11793.310
0.033,-56.052,40.944,-62.463,76.085,-6130.000,-11794.000,-6130.000,-11793.861
0.034,-56.052,40.985,-62.463,76.085,-6130.000,-11795.000,-6130.000,-11794.411
0.035,-56.052,40.985,-62.463,76.085,-6130.000,-11795.000,-6130.000,-11794.902
0.036,-56.052,40.985,-62.463,76.085,-6130.000,-11795.000,-6130.000,-11795.101
0.037,-56.052,41.027,-62.463,76.085,-6130.000,-11796.000,-6130.000,-11795.310
0.038,-56.052,41.027,-62.463,76.085,-6130.000,-11796.000,-6130.000,-11795.861
0.039,-56.052,41.027,-62.463,76.085,-6130.000,-11796.000,-6130.000,-11796.118
0.040,-56.052,41.069,-62.463,76.085,-6130.000,-11797.000,-6130.000,-11796.317
0.041,-56.052,41.069,-62.463,76.085,-6130.000,-11797.000,-6130.000,-11796.858
0.042,-56.052,41.069,-62.463,76.085,-6130.000,-11797.000,-6130.000,-11797.117
0.043,-56.052,41.111,-62.463,76.085,-6130.000,-11798.000,-6130.000,-11797.317
0.044,-56.052,41.111,-62.463,76.085,-6130.000,-11798.000,-6130.000,-11797.859
0.045,-56.052,41.111,-62.463,76.085,-6130.000,-11798.000,-6130.000,-11798.117
0.046,-56.052,41.152,-62.463,76.085,-6130.000,-11799.000,-6130.000,-11798.317
0.047,-56.052,41.152,-62.463,76.085,-6130.000,-11799.000,-6130.000,-11798.859
0.048,-56.052,41.152,-62.463,76.085,-6130.000,-11799.000,-6130.000,-11799.117
0.049,-56.052,41.194,-62.463,76.085,-6130.000,-11800.000,-6130.000,-11799.317
0.050,-56.117,41.200,-62.463,76.085,-6131.000,-11800.000,-6130.293,-11799.859
0.051,-56.117,41.200,-62.463,76.085,-6131.000,-11800.000,-6130.879,-11800.117
0.052,-56.117,41.242,-62.463,76.085,-6131.000,-11801.000,-6131.121,-11800.317
0.053,-56.117,41.242,-62.463,76.085,-6131.000,-11801.000,-6131.021,-11800.859
0.054,-56.117,41.242,-62.463,76.085,-6131.000,-11801.000,-6130.979,-11801.117
0.055,-56.117,41.284,-62.463,76.085,-6131.000,-11802.000,-6130.996,-11801.317
0.056,-56.117,41.284,-62.463,76.085,-6131.000,-11802.000,-6131.004,-11801.859
0.057,-56.117,41.284,108.393,-52.597,-6131.000,-11802.000,-6131.001,-11802.117
0.058,-56.117,41.325,108.393,-52.597,-6131.000,-11803.000,-6130.999,-11802.317
0.059,-56.117,41.325,108.393,-52.597,-6131.000,-11803.000,-6131.000,-11802.859
0.060,-56.117,41.325,108.393,-52.597,-6131.000,-11803.000,-6131.000,-11803.117
0.061,-56.117,41.367,108.393,-52.597,-6131.000,-11804.000,-6131.000,-11803.317
0.062,-56.117,41.367,108.393,-52.597,-6131.000,-11804.000,-6131.000,-11803.859
0.063,-56.197,41.429,108.393,-52.597,-6132.000,-11805.000,-6131.293,-11804.410
0.064,-56.197,41.429,108.393,-52.597,-6132.000,-11805.000,-6131.879,-11804.903
0.065,-56.197,41.457,108.393,-52.597,-6132.000,-11806.000,-6132.121,-11805.394
0.066,-56.197,41.457,108.393,-52.597,-6132.000,-11806.000,-6132.021,-11805.895
0.067,-56.197,41.457,108.393,-52.597,-6132.000,-11806.000,-6131.979,-11806.104
0.068,-56.197,41.498,108.393,-52.597,-6132.000,-11807.000,-6131.996,-11806.311
0.069,-56.240,41.496,108.393,-52.597,-6133.000,-11807.000,-6132.296,-11806.861
0.070,-56.240,41.538,108.393,-52.597,-6133.000,-11808.000,-6132.879,-11807.411
0.071,-56.240,41.538,108.393,-52.597,-6133.000,-11808.000,-6133.121,-11807.903
0.072,-56.240,41.580,108.393,-52.597,-6133.000,-11809.000,-6133.021,-11808.394
0.073,-56.240,41.580,108.393,-52.597,-6133.000,-11809.000,-6132.979,-11808.895
0.074,-56.240,41.622,108.393,-52.597,-6133.000,-11810.000,-6132.996,-11809.397
0.075,-56.240,41.622,108.393,-52.597,-6133.000,-11810.000,-6133.004,-11809.897
0.076,-56.306,41.669,108.393,-52.597,-6134.000,-11811.000,-6133.294,-11810.396
0.077,-56.306,41.669,108.393,-52.597,-6134.000,-11811.000,-6133.878,-11810.896
0.078,-56.306,41.711,108.393,-52.597,-6134.000,-11812.000,-6134.121,-11811.396
0.079,-56.306,41.711,108.393,-52.597,-6134.000,-11812.000,-6134.021,-11811.896
0.080,-56.306,41.753,108.393,-52.597,-6134.000,-11813.000,-6133.979,-11812.396
0.081,-56.350,41.751,108.393,-52.597,-6135.000,-11813.000,-6134.289,-11812.896
0.082,-56.350,41.793,108.393,-52.597,-6135.000,-11814.000,-6134.882,-11813.396
0.083,-56.350,41.793,108.393,-52.597,-6135.000,-11814.000,-6135.122,-11813.896
0.084,-56.350,41.834,108.393,-52.597,-6135.000,-11815.000,-6135.020,-11814.396
0.085,-56.350,41.834,108.393,-52.597,-6135.000,-11815.000,-6134.979,-11814.896
0.086,-56.350,41.834,108.393,-52.597,-6135.000,-11815.000,-6134.997,-11815.104
0.087,-56.393,41.882,108.393,-52.597,-6136.000,-11816.000,-6135.296,-11815.311
0.088,-56.393,41.882,108.393,-52.597,-6136.000,-11816.000,-6135.879,-11815.861
