Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm),Theta 1,Theta 2,Omega 1,Omega 2
0.000,26.102,56.430,0.000,60.000,-4579.000,-12284.000,26.294,56.431
0.001,25.842,56.470,0.000,60.000,-4584.000,-12285.000,26.028,56.443
0.002,25.625,56.474,0.000,60.000,-4588.000,-12286.000,25.777,56.466
0.003,25.343,56.494,0.000,60.000,-4593.000,-12287.000,25.537,56.484
0.004,25.069,56.554,0.000,60.000,-4597.000,-12288.000,25.271,56.511
0.005,24.852,56.574,0.000,60.000,-4602.000,-12290.000,25.006,56.554
0.006,24.628,56.552,0.000,60.000,-4606.000,-12290.000,24.778,56.573
0.007,24.397,56.614,0.000,60.000,-4610.000,-12292.000,24.561,56.576
0.008,24.252,56.608,0.000,60.000,-4613.000,-12292.000,24.357,56.601
0.009,24.036,56.614,0.000,60.000,-4617.000,-12293.000,24.178,56.617
0.010,23.797,56.634,0.000,60.000,-4621.000,-12294.000,23.974,56.621
0.011,23.595,56.626,0.000,60.000,-4625.000,-12294.000,23.743,56.629
0.012,23.335,56.645,0.000,60.000,-4630.000,-12295.000,23.513,56.635
0.013,23.118,56.651,0.000,60.000,-4634.000,-12296.000,23.277,56.644
0.014,22.915,56.665,0.000,60.000,-4638.000,-12296.000,23.054,56.656
0.015,22.691,56.685,0.000,60.000,-4642.000,-12297.000,22.847,56.670
0.016,22.488,56.663,0.000,60.000,-4645.000,-12297.000,22.635,56.677
0.017,22.294,56.699,0.000,60.000,-4649.000,-12298.000,22.429,56.679
0.018,22.091,56.663,0.000,60.000,-4653.000,-12298.000,22.233,56.682
0.019,21.831,56.681,0.000,62.447,-4657.000,-12299.000,22.016,56.676
0.020,21.628,56.673,0.000,64.991,-4661.000,-12299.000,21.779,56.674
0.021,21.447,56.695,0.000,64.991,-4665.000,-12300.000,21.568,56.682
0.022,21.245,56.696,0.000,64.991,-4669.000,-12300.000,21.384,56.693
0.023,21.086,56.696,0.000,64.991,-4672.000,-12301.000,21.202,56.698
0.024,20.883,56.710,0.000,64.991,-4676.000,-12301.000,21.022,56.700
0.025,20.702,56.690,0.000,64.991,-4679.000,-12301.000,20.835,56.702
0.026,20.500,56.710,0.000,64.991,-4683.000,-12302.000,20.641,56.700
0.027,20.275,56.702,0.000,64.991,-4687.000,-12302.000,20.436,56.703
0.028,20.073,56.688,0.000,64.991,-4691.000,-12302.000,20.219,56.701
0.029,19.914,56.724,0.000,64.991,-4694.000,-12303.000,20.023,56.700
0.030,19.711,56.703,0.000,64.991,-4698.000,-12303.000,19.848,56.711
0.031,19.588,56.699,0.000,64.991,-4700.000,-12303.000,19.681,56.708
0.032,19.429,56.693,0.000,64.991,-4703.000,-12303.000,19.533,56.696
0.033,19.226,56.713,0.000,64.991,-4707.000,-12304.000,19.373,56.698
0.034,19.059,56.679,0.000,67.546,-4710.000,-12304.000,19.184,56.700
0.035,18.900,56.695,0.000,67.546,-4713.000,-12304.000,19.008,56.690
0.036,18.676,56.673,0.000,67.546,-4717.000,-12304.000,18.833,56.683
0.037,18.553,56.667,0.000,67.546,-4720.000,-12304.000,18.649,56.675
0.038,18.372,56.662,0.000,67.546,-4723.000,-12304.000,18.488,56.665
0.039,18.169,56.703,0.000,67.546,-4727.000,-12305.000,18.318,56.673
0.040,18.068,56.700,0.000,67.546,-4729.000,-12305.000,18.144,56.697
0.041,17.844,56.664,0.000,67.546,-4733.000,-12305.000,17.989,56.695
0.042,17.685,56.658,0.000,67.546,-4736.000,-12305.000,17.811,56.667
0.043,17.496,56.658,0.000,67.546,-4739.000,-12305.000,17.624,56.654
0.044,17.315,56.630,0.000,72.635,-4743.000,-12305.000,17.444,56.649
0.045,17.112,56.631,0.000,72.635,-4747.000,-12305.000,17.256,56.635
0.046,16.946,56.625,0.000,72.635,-4750.000,-12305.000,17.066,56.626
0.047,16.787,56.605,0.000,72.635,-4753.000,-12305.000,16.895,56.619
