Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm),Theta 1,Theta 2,Omega 1,Omega 2
0.000,-32.074,60.755,-62.463,76.085,-5682.000,-12378.000,-31.967,60.746
0.001,-32.256,60.778,-62.463,76.085,-5686.000,-12378.000,-32.136,60.763
0.002,-32.475,60.792,-62.463,76.085,-5690.000,-12378.000,-32.317,60.781
0.003,-32.628,60.816,-62.463,76.085,-5693.000,-12378.000,-32.514,60.800
0.004,-32.803,60.832,-62.463,76.085,-5696.000,-12378.000,-32.688,60.820
0.005,-32.934,60.834,-62.463,76.085,-5699.000,-12378.000,-32.839,60.834
0.006,-33.152,60.870,-62.463,76.085,-5703.000,-12378.000,-33.002,60.847
0.007,-33.305,60.894,-62.463,76.085,-5706.000,-12378.000,-33.187,60.873
0.008,-33.524,60.908,-62.463,76.085,-5710.000,-12378.000,-33.377,60.900
0.009,-33.663,60.946,-62.463,76.085,-5713.000,-12378.000,-33.558,60.921
0.010,-33.881,60.946,-62.463,76.085,-5717.000,-12378.000,-33.735,60.943
0.011,-34.034,60.984,-62.463,76.085,-5720.000,-12378.000,-33.918,60.962
0.012,-34.253,60.984,-62.463,76.085,-5724.000,-12378.000,-34.105,60.980
0.013,-34.449,61.020,-62.463,76.085,-5728.000,-12378.000,-34.304,60.999
0.014,-34.654,61.042,-62.463,76.085,-5732.000,-12378.000,-34.511,61.023
0.015,-34.916,61.062,-62.463,76.085,-5737.000,-12378.000,-34.731,61.049
0.016,-35.113,61.098,-62.463,76.085,-5741.000,-12378.000,-34.967,61.074
0.017,-35.331,61.120,-62.463,76.085,-5745.000,-12378.000,-35.185,61.102
0.018,-35.484,61.158,-62.463,76.085,-5748.000,-12378.000,-35.375,61.133
0.019,-35.689,61.158,-62.463,76.085,-5752.000,-12378.000,-35.551,61.156
0.020,-35.864,61.174,-62.463,76.085,-5755.000,-12378.000,-35.734,61.167
0.021,-36.060,61.218,-62.463,76.085,-5759.000,-12378.000,-35.924,61.185
0.022,-36.257,61.254,-62.463,76.085,-5763.000,-12378.000,-36.116,61.224
0.023,-36.462,61.254,-62.463,76.085,-5767.000,-12378.000,-36.317,61.255
0.024,-36.680,61.290,-62.463,76.085,-5771.000,-12378.000,-36.525,61.269
0.025,-36.899,61.312,-62.463,76.085,-5774.000,-12378.000,-36.743,61.292
0.026,-37.038,61.349,-62.463,76.085,-5778.000,-12378.000,-36.940,61.324
0.027,-37.256,61.350,108.393,-52.597,-5782.000,-12378.000,-37.112,61.348
0.028,-37.453,61.385,108.393,-52.597,-5786.000,-12378.000,-37.304,61.365
0.029,-37.657,61.407,108.393,-52.597,-5790.000,-12378.000,-37.514,61.388
0.030,-37.920,61.449,108.393,-52.597,-5795.000,-12378.000,-37.735,61.421
0.031,-38.138,61.485,108.393,-52.597,-5799.000,-12378.000,-37.977,61.458
0.032,-38.343,61.485,108.393,-52.597,-5803.000,-12378.000,-38.203,61.486
0.033,-38.474,61.523,108.393,-52.597,-5806.000,-12378.000,-38.384,61.501
