Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm),Theta 1,Theta 2,Omega 1,Omega 2
0.000,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.001,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.002,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.003,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.004,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.005,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.006,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.007,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.008,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.009,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.010,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.011,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.012,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.013,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.014,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.015,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.016,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.017,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.018,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.019,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.020,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.021,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.022,-56.213,40.063,-62.463,76.085,-6133.000,-11771.000,-56.213,40.063
0.023,-56.213,40.063,108.393,-52.597,-6133.000,-11771.000,-56.213,40.063
0.024,-56.213,40.063,108.393,-52.597,-6133.000,-11771.000,-56.213,40.063
0.025,-56.213,40.063,108.393,-52.597,-6133.000,-11771.000,-56.213,40.063
0.026,-56.213,40.063,108.393,-52.597,-6133.000,-11771.000,-56.213,40.063
0.027,-56.213,40.063,108.393,-52.597,-6133.000,-11771.000,-56.213,40.063
