Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm),Theta 1,Theta 2,Omega 1,Omega 2
0.000,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.001,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.002,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.003,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.004,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.005,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.006,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.007,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.008,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.009,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.010,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.011,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.012,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.013,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.014,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.015,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.016,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.017,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.018,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.019,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.020,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.021,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.022,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.023,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.024,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.025,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.026,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.027,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.028,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.029,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.030,-160.831,14.484,27.000,-45.000,-7921.000,-10284.000,-160.831,14.484
0.031,-160.831,14.442,27.000,-45.000,-7921.000,-10283.000,-160.831,14.471
0.032,-160.831,14.442,27.000,-45.000,-7921.000,-10283.000,-160.831,14.447
0.033,-160.787,14.380,27.000,-45.000,-7920.000,-10282.000,-160.818,14.419
0.034,-160.787,14.338,27.000,-45.000,-7920.000,-10281.000,-160.793,14.375
0.035,-160.736,14.227,27.000,-45.000,-7919.000,-10279.000,-160.767,14.304
0.036,-160.605,14.040,27.000,-45.000,-7917.000,-10276.000,-160.703,14.180
0.037,-160.488,13.867,27.000,-45.000,-7915.000,-10273.000,-160.581,13.999
0.038,-160.378,13.652,27.000,-45.000,-7913.000,-10269.000,-160.453,13.801
0.039,-160.196,13.376,27.000,-45.000,-7910.000,-10264.000,-160.322,13.575
0.040,-160.035,13.058,27.000,-45.000,-7907.000,-10258.000,-160.158,13.291
0.041,-159.794,12.712,27.000,-45.000,-7903.000,-10253.000,-159.962,12.961
0.042,-159.502,12.332,27.000,-45.000,-7899.000,-10246.000,-159.717,12.603
0.043,-159.188,11.903,27.000,-45.000,-7893.000,-10239.000,-159.417,12.210
0.044,-158.787,11.434,27.000,-45.000,-7886.000,-10232.000,-159.072,11.771
0.045,-158.364,10.861,27.000,-45.000,-7879.000,-10223.000,-158.673,11.270
0.046,-157.941,10.328,27.000,-45.000,-7872.000,-10214.000,-158.243,10.716
0.047,-157.723,9.815,27.000,-45.000,-7868.000,-10205.000,-157.875,10.172
0.048,-157.540,9.386,27.000,-45.000,-7865.000,-10195.000,-157.644,9.685
0.049,-157.431,8.893,27.000,-45.000,-7863.000,-10185.000,-157.504,9.232
0.050,-157.365,8.427,27.000,-45.000,-7862.000,-10173.000,-157.407,8.765
0.051,-157.299,7.871,27.000,-45.000,-7861.000,-10160.000,-157.341,8.263
0.052,-157.168,7.294,27.000,-45.000,-7859.000,-10148.000,-157.262,7.712
0.053,-156.928,6.734,27.000,-45.000,-7855.000,-10135.000,-157.107,7.133
