Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm),Theta 1,Theta 2,Omega 1,Omega 2
0.000,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.001,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.002,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.003,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.004,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.005,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.006,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.007,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.008,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.009,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.010,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.011,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.012,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.013,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.014,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.015,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.016,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.017,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.018,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.019,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.020,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.021,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.022,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.023,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.024,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.025,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.026,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.027,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.028,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.029,-61.201,41.162,27.000,-45.000,-6223.000,-11775.000,-61.201,41.162
0.030,-61.201,41.121,27.000,-45.000,-6223.000,-11774.000,-61.201,41.150
0.031,-61.201,41.121,27.000,-45.000,-6223.000,-11774.000,-61.201,41.126
0.032,-61.201,41.079,27.000,-45.000,-6223.000,-11773.000,-61.201,41.103
0.033,-61.201,41.037,27.000,-45.000,-6223.000,-11772.000,-61.201,41.071
0.034,-61.201,41.009,27.000,-45.000,-6223.000,-11771.000,-61.201,41.030
0.035,-61.201,40.926,27.000,-45.000,-6223.000,-11769.000,-61.201,40.983
0.036,-61.201,40.884,27.000,-45.000,-6223.000,-11768.000,-61.201,40.920
0.037,-61.201,40.759,27.000,-45.000,-6223.000,-11765.000,-61.201,40.843
0.038,-61.201,40.648,27.000,-45.000,-6223.000,-11762.000,-61.201,40.735
0.039,-61.135,40.502,27.000,-45.000,-6222.000,-11759.000,-61.181,40.604
0.040,-61.135,40.308,27.000,-45.000,-6222.000,-11755.000,-61.143,40.448
0.041,-61.135,40.155,27.000,-45.000,-6222.000,-11751.000,-61.127,40.269
0.042,-61.069,39.968,27.000,-45.000,-6221.000,-11746.000,-61.114,40.094
0.043,-61.048,39.753,27.000,-45.000,-6220.000,-11741.000,-61.072,39.908
0.044,-60.982,39.560,27.000,-45.000,-6219.000,-11736.000,-61.023,39.701
0.045,-60.917,39.345,27.000,-45.000,-6218.000,-11731.000,-60.967,39.494
0.046,-60.917,39.109,27.000,-45.000,-6218.000,-11725.000,-60.917,39.278
0.047,-60.859,38.874,27.000,-45.000,-6217.000,-11719.000,-60.891,39.043
0.048,-60.728,38.556,27.000,-45.000,-6215.000,-11712.000,-60.827,38.780
0.049,-60.684,38.321,27.000,-45.000,-6214.000,-11706.000,-60.725,38.497
0.050,-60.561,37.962,27.000,-45.000,-6212.000,-11698.000,-60.636,38.206
0.051,-60.452,37.665,27.000,-45.000,-6210.000,-11691.000,-60.537,37.888
0.052,-60.277,37.363,27.000,-45.000,-6208.000,-11684.000,-60.401,37.571
0.053,-60.176,37.045,27.000,-45.000,-6205.000,-11677.000,-60.254,37.268
0.054,-59.921,36.703,27.000,-45.000,-6201.000,-11669.000,-60.092,36.948
0.055,-59.754,36.303,27.000,-45.000,-6198.000,-11660.000,-59.890,36.589
0.056,-59.645,35.979,27.000,-45.000,-6196.000,-11653.000,-59.713,36.215
0.057,-59.456,35.621,27.000,-45.000,-6193.000,-11644.000,-59.580,35.865
0.058,-59.333,35.234,27.000,-45.000,-6191.000,-11635.000,-59.432,35.511
0.059,-59.210,34.826,27.000,-45.000,-6189.000,-11625.000,-59.291,35.119
0.060,-59.087,34.363,27.000,-45.000,-6187.000,-11614.000,-59.172,34.692
0.061,-58.950,33.891,27.000,-45.000,-6185.000,-11604.000,-59.048,34.231
0.062,-58.827,33.442,27.000,-45.000,-6183.000,-11592.000,-58.916,33.761
0.063,-58.733,32.971,27.000,-45.000,-6182.000,-11581.000,-58.797,33.300
0.064,-58.719,32.498,27.000,-45.000,-6182.000,-11568.000,-58.725,32.835
0.065,-58.692,32.011,27.000,-45.000,-6182.000,-11556.000,-58.702,32.356
0.066,-58.620,31.476,27.000,-45.000,-6181.000,-11543.000,-58.673,31.855
0.067,-58.541,30.941,27.000,-45.000,-6180.000,-11531.000,-58.604,31.325
0.068,-58.513,30.440,27.000,-45.000,-6180.000,-11518.000,-58.533,30.794
0.069,-58.405,29.927,27.000,-45.000,-6179.000,-11504.000,-58.474,30.285
0.070,-58.356,29.351,27.000,-45.000,-6178.000,-11490.000,-58.400,29.760
0.071,-58.248,28.774,27.000,-45.000,-6177.000,-11476.000,-58.319,29.190
0.072,-58.111,28.200,27.000,-45.000,-6175.000,-11462.000,-58.214,28.606
0.073,-58.004,27.595,27.000,-45.000,-6174.000,-11447.000,-58.084,28.021
0.074,-57.897,26.999,27.000,-45.000,-6173.000,-11433.000,-57.968,27.424
0.075,-57.754,26.402,27.000,-45.000,-6171.000,-11418.000,-57.854,26.823
0.076,-57.646,25.806,27.000,-45.000,-6170.000,-11404.000,-57.727,26.227
0.077,-57.561,25.229,27.000,-45.000,-6169.000,-11389.000,-57.617,25.637
0.078,-57.374,24.683,27.000,-45.000,-6167.000,-11375.000,-57.503,25.067
0.079,-57.275,24.064,27.000,-45.000,-6166.000,-11360.000,-57.358,24.498
0.080,-57.110,23.448,27.000,-45.000,-6164.000,-11345.000,-57.216,23.893
0.081,-56.945,22.846,27.000,-45.000,-6162.000,-11330.000,-57.067,23.272
0.082,-56.780,22.207,27.000,-45.000,-6160.000,-11315.000,-56.898,22.655
0.083,-56.601,21.605,27.000,-45.000,-6158.000,-11300.000,-56.727,22.035
0.084,-56.393,21.024,27.000,-45.000,-6156.000,-11286.000,-56.541,21.431
0.085,-56.192,20.408,27.000,-45.000,-6153.000,-11271.000,-56.338,20.841
0.086,-56.013,19.833,27.000,-45.000,-6151.000,-11257.000,-56.138,20.245
0.087,-55.878,19.187,27.000,-45.000,-6150.000,-11242.000,-55.970,19.640
0.088,-55.786,18.625,27.000,-45.000,-6149.000,-11227.000,-55.846,19.030
0.089,-55.586,17.967,27.000,-45.000,-6147.000,-11212.000,-55.723,18.423
0.090,-55.473,17.362,27.000,-45.000,-6146.000,-11196.000,-55.567,17.800
0.091,-55.258,16.760,27.000,-45.000,-6144.000,-11181.000,-55.400,17.181
0.092,-55.087,16.144,27.000,-45.000,-6142.000,-11166.000,-55.218,16.577
0.093,-54.894,15.541,27.000,-45.000,-6140.000,-11152.000,-55.027,15.970
0.094,-54.694,14.959,27.000,-45.000,-6138.000,-11137.000,-54.836,15.369
0.095,-54.487,14.342,27.000,-45.000,-6136.000,-11122.000,-54.635,14.775
0.096,-54.250,13.734,27.000,-45.000,-6133.000,-11107.000,-54.418,14.168
