Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm),Theta 1,Theta 2,Omega 1,Omega 2
0.000,-5.383,49.043,0.000,60.000,-5188.000,-12124.000,-5.394,48.891
0.001,-5.329,49.665,0.000,60.000,-5186.000,-12140.000,-5.366,49.225
0.002,-5.313,49.862,0.000,60.000,-5185.000,-12145.000,-5.329,49.673
0.003,-5.262,50.114,0.000,60.000,-5184.000,-12151.000,-5.294,49.987
0.004,-5.246,50.297,0.000,60.000,-5183.000,-12156.000,-5.261,50.169
0.005,-5.216,50.486,0.000,60.000,-5182.000,-12161.000,-5.234,50.352
0.006,-5.186,50.683,0.000,60.000,-5181.000,-12166.000,-5.209,50.542
0.007,-5.157,50.879,0.000,60.000,-5180.000,-12171.000,-5.178,50.739
0.008,-5.119,51.090,0.000,60.000,-5179.000,-12176.000,-5.145,50.941
0.009,-5.147,51.327,0.000,60.000,-5179.000,-12182.000,-5.128,51.158
0.010,-5.117,51.523,0.000,60.000,-5178.000,-12187.000,-5.130,51.381
0.011,-5.087,51.734,0.000,60.000,-5177.000,-12192.000,-5.115,51.590
0.012,-5.036,51.909,0.000,60.000,-5176.000,-12197.000,-5.073,51.784
0.013,-5.042,52.120,0.000,60.000,-5175.000,-12202.000,-5.039,51.974
0.014,-5.055,52.315,0.000,60.000,-5175.000,-12207.000,-5.038,52.173
0.015,-5.018,52.503,0.000,60.000,-5174.000,-12212.000,-5.043,52.371
0.016,-4.988,52.728,0.000,60.000,-5173.000,-12218.000,-5.016,52.571
0.017,-4.958,52.925,0.000,60.000,-5172.000,-12223.000,-4.978,52.781
0.018,-4.986,53.134,0.000,60.000,-5172.000,-12228.000,-4.965,52.989
0.019,-4.934,53.330,0.000,62.515,-5171.000,-12233.000,-4.964,53.191
0.020,-4.905,53.527,0.000,62.515,-5170.000,-12238.000,-4.935,53.389
0.021,-4.853,53.738,0.000,62.515,-5169.000,-12243.000,-4.888,53.589
0.022,-4.845,53.913,0.000,62.515,-5168.000,-12248.000,-4.852,53.787
0.023,-4.873,54.149,0.000,62.515,-5168.000,-12253.000,-4.848,53.986
0.024,-4.843,54.360,0.000,62.515,-5167.000,-12258.000,-4.860,54.204
0.025,-4.871,54.555,0.000,62.515,-5167.000,-12263.000,-4.859,54.419
0.026,-4.819,54.766,0.000,62.515,-5166.000,-12268.000,-4.850,54.620
0.027,-4.833,54.919,0.000,62.515,-5166.000,-12273.000,-4.832,54.808
0.028,-4.803,55.129,0.000,62.515,-5165.000,-12278.000,-4.818,54.987
0.029,-4.752,55.304,0.000,67.562,-5164.000,-12283.000,-4.792,55.174
0.030,-4.722,55.501,0.000,67.562,-5163.000,-12288.000,-4.747,55.365
0.031,-4.692,55.712,0.000,67.562,-5162.000,-12293.000,-4.710,55.561
0.032,-4.706,55.865,0.000,67.562,-5162.000,-12297.000,-4.696,55.754
0.033,-4.690,56.040,0.000,67.562,-5161.000,-12302.000,-4.697,55.923
0.034,-4.660,56.236,0.000,67.562,-5160.000,-12307.000,-4.685,56.095
0.035,-4.674,56.431,0.000,67.562,-5160.000,-12312.000,-4.667,56.290
0.036,-4.623,56.600,0.000,67.562,-5159.000,-12316.000,-4.653,56.481
0.037,-4.593,56.839,0.000,67.562,-5158.000,-12321.000,-4.621,56.674
0.038,-4.563,57.008,0.000,67.562,-5157.000,-12326.000,-4.583,56.880
0.039,-4.511,57.204,0.000,67.562,-5156.000,-12331.000,-4.547,57.073
0.040,-4.482,57.415,0.000,67.562,-5155.000,-12336.000,-4.506,57.264
0.041,-4.496,57.610,0.000,67.562,-5155.000,-12341.000,-4.483,57.469
0.042,-4.488,57.799,0.000,67.562,-5154.000,-12346.000,-4.487,57.668
0.043,-4.436,57.996,0.000,67.562,-5153.000,-12351.000,-4.476,57.858
0.044,-4.406,58.192,0.000,70.117,-5152.000,-12356.000,-4.434,58.052
0.045,-4.355,58.381,0.000,70.117,-5151.000,-12360.000,-4.388,58.247
0.046,-4.325,58.536,0.000,70.117,-5150.000,-12365.000,-4.347,58.428
0.047,-4.295,58.747,0.000,70.117,-5149.000,-12370.000,-4.314,58.602
0.048,-4.309,58.942,0.000,70.117,-5149.000,-12375.000,-4.299,58.797
0.049,-4.257,59.152,0.000,70.117,-5148.000,-12380.000,-4.289,59.005
0.050,-4.249,59.327,0.000,70.117,-5147.000,-12385.000,-4.263,59.203
0.051,-4.220,59.524,0.000,70.117,-5146.000,-12390.000,-4.236,59.389
0.052,-4.168,59.735,0.000,70.117,-5145.000,-12395.000,-4.206,59.583
0.053,-4.182,59.930,0.000,70.117,-5145.000,-12400.000,-4.175,59.790
0.054,-4.152,60.140,0.000,75.132,-5144.000,-12405.000,-4.165,59.994
0.055,-4.100,60.337,0.000,75.132,-5143.000,-12409.000,-4.142,60.197
0.056,-4.057,60.492,0.000,75.132,-5142.000,-12414.000,-4.092,60.384
0.057,-4.071,60.687,0.000,75.132,-5142.000,-12419.000,-4.059,60.555
0.058,-4.041,60.884,0.000,75.132,-5141.000,-12424.000,-4.054,60.740
0.059,-4.011,61.073,0.000,75.132,-5140.000,-12429.000,-4.038,60.938
0.060,-4.025,61.267,0.000,75.132,-5140.000,-12434.000,-4.017,61.132
0.061,-3.995,61.478,0.000,75.132,-5139.000,-12439.000,-4.010,61.329
