Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm)
0.000,-35.654,86.966,-62.463,76.085
0.005,-37.116,87.173,-62.463,76.085
0.010,-38.535,87.373,-62.463,76.085
0.015,-40.003,87.600,-62.463,76.085
0.020,-41.408,87.821,-62.463,76.085
0.025,-42.842,88.035,-62.463,76.085
0.030,-43.938,88.237,-62.463,76.085
0.035,-44.858,88.343,-62.463,76.085
0.040,-45.729,88.463,-62.463,76.085
0.045,-46.558,88.472,-62.463,76.085
0.050,-47.535,88.473,-62.463,76.085
0.055,-48.666,88.550,-62.463,76.085
0.060,-49.832,88.606,-62.463,76.085
0.065,-50.921,88.586,-62.463,76.085
0.070,-51.898,88.615,108.393,-52.597
0.075,-52.853,88.589,108.393,-52.597
0.080,-53.788,88.563,108.393,-52.597
0.085,-54.610,88.510,108.393,-52.597
0.090,-55.424,88.422,108.393,-52.597
0.095,-56.197,88.342,108.393,-52.597
0.100,-56.878,88.303,108.393,-52.597
0.105,-57.574,88.279,108.393,-52.597
0.110,-58.199,88.282,108.393,-52.597
0.115,-58.825,88.300,108.393,-52.597
0.120,-59.387,88.346,108.393,-52.597
0.125,-59.886,88.399,108.393,-52.597
0.130,-60.406,88.424,108.393,-52.597
0.135,-60.834,88.477,108.393,-52.597
0.140,-61.242,88.531,108.393,-52.597
0.145,-61.621,88.535,108.393,-52.597
0.150,-61.896,88.576,108.393,-52.597
0.155,-62.205,88.546,108.393,-52.597
0.160,-62.437,88.566,108.393,-52.597
0.165,-62.612,88.530,108.393,-52.597
0.170,-62.739,88.530,108.393,-52.597
0.175,-62.830,88.509,108.393,-52.597
0.180,-62.907,88.425,108.393,-52.597
0.185,-62.907,88.383,108.393,-52.597
0.190,-62.921,88.313,108.393,-52.597
0.195,-62.949,88.230,108.393,-52.597
0.200,-62.949,88.188,108.393,-52.597
0.205,-62.963,88.105,108.393,-52.597
0.210,-62.977,88.035,108.393,-52.597
0.215,-62.990,88.007,108.393,-52.597
0.220,-63.004,87.924,108.393,-52.597
0.225,-63.004,87.882,108.393,-52.597
0.230,-63.032,87.798,108.393,-52.597
0.235,-63.032,87.771,108.393,-52.597
0.240,-63.046,87.687,108.393,-52.597
0.245,-63.060,87.645,108.393,-52.597
0.250,-63.074,87.562,108.393,-52.597
0.255,-63.088,87.492,108.393,-52.597
0.260,-63.102,87.409,108.393,-52.597
0.265,-63.130,87.284,108.393,-52.597
0.270,-63.144,87.186,108.393,-52.597
0.275,-63.171,87.061,108.393,-52.597
0.280,-63.185,86.950,108.393,-52.597
0.285,-63.213,86.824,108.393,-52.597
0.290,-63.241,86.657,108.393,-52.597
0.295,-63.269,86.546,108.393,-52.597
0.300,-63.297,86.393,108.393,-52.597
0.305,-63.311,86.282,108.393,-52.597
0.310,-63.338,86.115,108.393,-52.597
0.315,-63.366,85.962,108.393,-52.597
0.320,-63.394,85.836,108.393,-52.597
0.325,-63.422,85.683,108.393,-52.597
0.330,-63.450,85.544,108.393,-52.597
0.335,-63.478,85.377,108.393,-52.597
0.340,-63.505,85.224,108.393,-52.597
0.345,-63.533,85.057,108.393,-52.597
0.350,-63.561,84.904,108.393,-52.597
0.355,-63.589,84.751,108.393,-52.597
0.360,-63.567,84.598,108.393,-52.597
0.365,-63.504,84.383,108.393,-52.597
0.370,-63.258,84.127,108.393,-52.597
0.375,-62.899,83.857,108.393,-52.597
0.380,-62.442,83.561,108.393,-52.597
0.385,-61.718,83.189,108.393,-52.597
0.390,-61.014,82.797,108.393,-52.597
0.395,-60.206,82.391,108.393,-52.597
0.400,-59.440,81.970,108.393,-52.597
0.405,-58.765,81.592,108.393,-52.597
0.410,-58.062,81.136,108.393,-52.597
0.415,-57.548,80.757,108.393,-52.597
0.420,-56.937,80.336,108.393,-52.597
0.425,-56.444,79.907,108.393,-52.597
0.430,-55.896,79.424,108.393,-52.597
0.435,-55.270,78.968,108.393,-52.597
0.440,-54.645,78.457,108.393,-52.597
0.445,-53.977,77.939,108.393,-52.597
0.450,-53.197,77.408,108.393,-52.597
0.455,-52.550,76.848,108.393,-52.597
0.460,-51.791,76.275,108.393,-52.597
0.465,-51.046,75.688,108.393,-52.597
0.470,-50.294,75.143,108.393,-52.597
0.475,-49.570,74.569,108.393,-52.597
0.480,-48.888,73.961,108.393,-52.597
0.485,-48.087,73.353,108.393,-52.597
0.490,-47.392,72.745,108.393,-52.597
0.495,-46.675,72.137,108.393,-52.597
0.500,-46.029,71.550,108.393,-52.597
0.505,-45.228,70.879,108.393,-52.597
0.510,-44.525,70.250,108.393,-52.597
0.515,-43.774,69.636,108.393,-52.597
0.520,-42.966,68.965,108.393,-52.597
0.525,-42.292,68.399,108.393,-52.597
0.530,-41.428,67.792,108.393,-52.597
0.535,-40.712,67.163,108.393,-52.597
0.540,-39.940,66.534,108.393,-52.597
0.545,-39.146,65.864,108.393,-52.597
0.550,-38.311,65.194,108.393,-52.597
0.555,-37.524,64.517,108.393,-52.597
0.560,-36.682,63.846,108.393,-52.597
0.565,-35.777,63.232,108.393,-52.597
0.570,-34.976,62.625,108.393,-52.597
0.575,-34.057,61.997,108.393,-52.597
0.580,-33.159,61.348,108.393,-52.597
0.585,-32.331,60.699,108.393,-52.597
0.590,-31.397,60.106,108.393,-52.597
0.595,-30.591,59.456,108.393,-52.597
0.600,-29.693,58.766,108.393,-52.597
0.605,-28.787,58.110,108.393,-52.597
0.610,-27.918,57.440,108.393,-52.597
0.615,-26.964,56.778,108.393,-52.597
0.620,-26.010,56.101,108.393,-52.597
0.625,-25.105,55.369,108.393,-52.597
0.630,-24.081,54.693,108.393,-52.597
0.635,-23.162,53.995,108.393,-52.597
0.640,-22.125,53.278,108.393,-52.597
0.645,-21.115,52.581,108.393,-52.597
0.650,-20.126,51.876,108.393,-52.597
0.655,-19.138,51.200,108.393,-52.597
0.660,-18.079,50.496,108.393,-52.597
0.665,-17.119,49.806,108.393,-52.597
0.670,-16.046,49.103,108.393,-52.597
0.675,-14.974,48.440,108.393,-52.597
0.680,-13.930,47.757,108.393,-52.597
0.685,-12.864,47.123,108.393,-52.597
0.690,-11.743,46.462,108.393,-52.597
0.695,-10.769,45.841,108.393,-52.597
0.700,-9.613,45.200,108.393,-52.597
0.705,-8.499,44.629,108.393,-52.597
0.710,-7.406,44.051,108.393,-52.597
0.715,-6.242,43.445,108.393,-52.597
0.720,-5.121,42.853,108.393,-52.597
0.725,-3.987,42.268,108.393,-52.597
0.730,-2.873,41.662,108.393,-52.597
0.735,-1.724,41.077,108.393,-52.597
0.740,-0.589,40.520,108.393,-52.597
0.745,0.539,40.018,108.393,-52.597
0.750,1.701,39.440,108.393,-52.597
0.755,2.780,38.938,108.393,-52.597
0.760,3.957,38.402,108.393,-52.597
0.765,5.168,37.853,108.393,-52.597
0.770,6.274,37.281,108.393,-52.597
0.775,7.479,36.780,108.393,-52.597
0.780,8.711,36.167,108.393,-52.597
0.785,9.859,35.534,108.393,-52.597
0.790,11.028,34.962,108.393,-52.597
0.795,12.302,34.343,108.393,-52.597
0.800,13.366,33.730,108.393,-52.597
0.805,14.584,33.173,108.393,-52.597
0.810,15.788,32.532,108.393,-52.597
0.815,16.957,31.933,108.393,-52.597
0.820,18.287,31.307,108.393,-52.597
0.825,19.518,30.680,108.393,-52.597
0.830,20.785,30.075,108.393,-52.597
0.835,22.086,29.470,108.393,-52.597
0.840,23.290,28.857,108.393,-52.597
0.845,24.430,28.250,108.393,-52.597
0.850,25.668,27.624,108.393,-52.597
0.855,26.864,27.094,108.393,-52.597
0.860,28.047,26.572,108.393,-52.597
0.865,29.264,26.063,108.393,-52.597
0.870,30.390,25.540,108.393,-52.597
0.875,31.593,25.039,108.393,-52.597
0.880,32.656,24.529,108.393,-52.597
0.885,33.838,24.000,108.393,-52.597
0.890,34.978,23.463,108.393,-52.597
0.895,36.013,22.960,108.393,-52.597
0.900,37.160,22.514,108.393,-52.597
0.905,38.153,21.990,108.393,-52.597
0.910,39.216,21.501,108.393,-52.597
0.915,40.194,21.054,108.393,-52.597
0.920,41.257,20.579,108.393,-52.597
0.925,42.299,20.132,108.393,-52.597
0.930,43.298,19.643,108.393,-52.597
0.935,44.319,19.168,108.393,-52.597
0.940,45.311,18.658,108.393,-52.597
0.945,46.269,18.161,108.393,-52.597
0.950,47.184,17.630,108.393,-52.597
0.955,48.191,17.127,108.393,-52.597
0.960,49.120,16.616,108.393,-52.597
0.965,50.063,16.056,108.393,-52.597
0.970,51.062,15.567,108.393,-52.597
0.975,52.019,15.022,108.393,-52.597
0.980,53.046,14.497,108.393,-52.597
0.985,53.947,13.993,108.393,-52.597
0.990,54.841,13.405,108.393,-52.597
0.995,55.756,12.867,108.393,-52.597
1.000,56.545,12.341,108.393,-52.597
1.005,57.348,11.815,108.393,-52.597
1.010,58.277,11.297,108.393,-52.597
1.015,59.052,10.820,108.393,-52.597
1.020,59.848,10.378,108.393,-52.597
1.025,60.637,9.887,108.393,-52.597
1.030,61.461,9.439,108.393,-52.597
1.035,62.278,8.920,108.393,-52.597
1.040,63.046,8.415,108.393,-52.597
1.045,63.863,7.910,108.393,-52.597
1.050,64.610,7.468,108.393,-52.597
1.055,65.385,7.046,108.393,-52.597
1.060,66.118,6.611,108.393,-52.597
1.065,66.837,6.175,108.393,-52.597
1.070,67.514,5.739,108.393,-52.597
1.075,68.135,5.261,108.393,-52.597
1.080,68.791,4.783,108.393,-52.597
1.085,69.468,4.347,108.393,-52.597
1.090,70.089,3.897,108.393,-52.597
1.095,70.744,3.419,108.393,-52.597
1.100,71.365,2.996,108.393,-52.597
1.105,71.986,2.497,108.393,-52.597
1.110,72.635,2.061,108.393,-52.597
1.115,73.221,1.659,108.393,-52.597
1.120,73.926,1.174,108.393,-52.597
1.125,74.518,0.696,108.393,-52.597
1.130,75.132,0.217,108.393,-52.597
1.135,75.669,-0.269,108.393,-52.597
1.140,76.248,-0.719,108.393,-52.597
1.145,76.764,-1.178,108.393,-52.597
1.150,77.300,-1.643,108.393,-52.597
1.155,77.893,-2.079,108.393,-52.597
1.160,78.423,-2.516,108.393,-52.597
1.165,78.897,-2.989,108.393,-52.597
1.170,79.420,-3.475,108.393,-52.597
1.175,79.893,-3.884,108.393,-52.597
1.180,80.409,-4.280,108.393,-52.597
1.185,80.813,-4.738,108.393,-52.597
1.190,81.252,-5.155,108.393,-52.597
1.195,81.740,-5.607,108.393,-52.597
1.200,82.158,-6.079,108.393,-52.597
1.205,82.576,-6.538,108.393,-52.597
1.210,83.043,-6.997,108.393,-52.597
1.215,83.474,-7.469,108.393,-52.597
1.220,83.878,-7.879,108.393,-52.597
1.225,84.261,-8.310,108.393,-52.597
1.230,84.679,-8.769,108.393,-52.597
1.235,85.041,-9.242,108.393,-52.597
1.240,85.403,-9.716,108.393,-52.597
1.245,85.806,-10.217,108.393,-52.597
1.250,86.196,-10.732,108.393,-52.597
1.255,86.572,-11.191,108.393,-52.597
1.260,86.975,-11.720,108.393,-52.597
1.265,87.379,-12.221,108.393,-52.597
1.270,87.810,-12.749,108.393,-52.597
1.275,88.228,-13.278,108.393,-52.597
1.280,88.645,-13.807,108.393,-52.597
1.285,89.076,-14.336,108.393,-52.597
1.290,89.536,-14.878,108.393,-52.597
1.295,89.995,-15.435,108.393,-52.597
1.300,90.440,-15.992,108.393,-52.597
1.305,90.899,-16.534,108.393,-52.597
1.310,91.359,-17.077,108.393,-52.597
1.315,91.832,-17.634,108.393,-52.597
1.320,92.291,-18.177,108.393,-52.597
1.325,92.764,-18.719,108.393,-52.597
1.330,93.223,-19.262,108.393,-52.597
1.335,93.669,-19.777,108.393,-52.597
1.340,94.086,-20.250,108.393,-52.597
1.345,94.531,-20.765,108.393,-52.597
1.350,94.991,-21.280,108.393,-52.597
1.355,95.422,-21.767,108.393,-52.597
1.360,95.909,-22.310,108.393,-52.597
1.365,96.354,-22.811,108.393,-52.597
1.370,96.814,-23.312,108.393,-52.597
1.375,97.245,-23.785,108.393,-52.597
1.380,97.663,-24.244,108.393,-52.597
1.385,98.066,-24.689,108.393,-52.597
1.390,98.511,-25.162,108.393,-52.597
1.395,98.943,-25.636,108.393,-52.597
1.400,99.374,-26.095,108.393,-52.597
1.405,99.820,-26.554,108.393,-52.597
1.410,100.223,-26.999,108.393,-52.597
1.415,100.655,-27.445,108.393,-52.597
1.420,101.072,-27.876,-11.596,-26.717
1.425,101.490,-28.307,-11.596,-26.717
1.430,101.907,-28.739,-11.596,-26.717
1.435,102.352,-29.198,-11.596,-26.717
1.440,102.798,-29.657,-11.596,-26.717
1.445,103.229,-30.103,-11.596,-26.717
1.450,103.660,-30.534,-11.596,-26.717
1.455,104.106,-30.993,-11.596,-26.717
1.460,104.523,-31.411,-11.596,-26.717
1.465,104.913,-31.800,-11.596,-26.717
1.470,105.316,-32.190,-11.596,-26.717
1.475,105.706,-32.580,-11.596,-26.717
1.480,106.110,-32.969,-11.596,-26.717
1.485,106.485,-33.345,-11.596,-26.717
1.490,106.777,-33.707,-11.596,-26.717
1.495,107.076,-34.055,-11.596,-26.717
1.500,107.151,-34.468,-11.596,-26.717
1.505,107.108,-34.866,-11.596,-26.717
1.510,107.057,-35.307,-11.596,-26.717
1.515,106.755,-35.812,-11.596,-26.717
1.520,106.432,-36.303,-11.596,-26.717
1.525,106.164,-36.780,-11.596,-26.717
1.530,105.841,-37.277,-11.596,-26.717
1.535,105.455,-37.755,-11.596,-26.717
1.540,105.236,-38.231,-11.596,-26.717
1.545,105.004,-38.672,-11.596,-26.717
1.550,104.744,-39.093,-11.596,-26.717
1.555,104.567,-39.507,-11.596,-26.717
1.560,104.517,-39.863,-11.596,-26.717
1.565,104.439,-40.199,-11.596,-26.717
1.570,104.221,-40.557,-11.596,-26.717
1.575,104.045,-40.886,-11.596,-26.717
1.580,103.932,-41.222,-11.596,-26.717
1.585,103.714,-41.503,-11.596,-26.717
1.590,103.524,-41.805,-11.596,-26.717
1.595,103.292,-42.078,-11.596,-26.717
1.600,103.040,-42.352,-11.596,-26.717
1.605,102.850,-42.584,-11.596,-26.717
1.610,102.556,-42.830,-11.596,-26.717
1.615,102.408,-42.998,-11.596,-26.717
1.620,102.240,-43.187,-11.596,-26.717
1.625,102.079,-43.349,-11.596,-26.717
1.630,101.854,-43.483,-11.596,-26.717
1.635,101.707,-43.582,-11.596,-26.717
1.640,101.623,-43.666,-11.596,-26.717
1.645,101.469,-43.785,-11.596,-26.717
1.650,101.287,-43.856,-11.596,-26.717
1.655,101.105,-43.948,-11.596,-26.717
1.660,100.986,-43.955,-11.596,-26.717
1.665,100.874,-44.033,-11.596,-26.717
1.670,100.762,-44.089,-11.596,-26.717
1.675,100.678,-44.124,-11.596,-26.717
1.680,100.622,-44.153,-11.596,-26.717
1.685,100.573,-44.146,-11.596,-26.717
1.690,100.573,-44.146,-11.596,-26.717
1.695,100.503,-44.160,-11.596,-26.717
1.700,100.503,-44.160,-11.596,-26.717
1.705,100.503,-44.160,-11.596,-26.717
1.710,100.503,-44.160,-11.596,-26.717
1.715,100.503,-44.160,-11.596,-26.717
1.720,100.503,-44.160,-11.596,-26.717
1.725,100.503,-44.160,-11.596,-26.717
1.730,100.503,-44.160,-11.596,-26.717
1.735,100.503,-44.160,-11.596,-26.717
1.740,100.503,-44.160,-11.596,-26.717
1.745,100.503,-44.160,-11.596,-26.717
1.750,100.503,-44.160,-11.596,-26.717
1.755,100.503,-44.160,-11.596,-26.717
1.760,100.503,-44.160,-11.596,-26.717
1.765,100.503,-44.160,-11.596,-26.717
1.770,100.503,-44.160,-11.596,-26.717
1.775,100.503,-44.160,-11.596,-26.717
1.780,100.503,-44.160,-11.596,-26.717
1.785,100.503,-44.160,-11.596,-26.717
1.790,100.503,-44.160,-11.596,-26.717
1.795,100.503,-44.160,-11.596,-26.717
1.800,100.503,-44.160,-11.596,-26.717
1.805,100.503,-44.160,-11.596,-26.717
1.810,100.503,-44.160,-11.596,-26.717
1.815,100.503,-44.160,-11.596,-26.717
1.820,100.503,-44.160,-11.596,-26.717
1.825,100.503,-44.160,-11.596,-26.717
1.830,100.503,-44.160,-11.596,-26.717
1.835,100.503,-44.160,-11.596,-26.717
1.840,100.503,-44.160,-11.596,-26.717
1.845,100.503,-44.160,-11.596,-26.717
1.850,100.503,-44.160,-11.596,-26.717
1.855,100.503,-44.160,-11.596,-26.717
1.860,100.503,-44.160,-11.596,-26.717
1.865,100.503,-44.160,-11.596,-26.717
1.870,100.503,-44.160,-11.596,-26.717
1.875,100.503,-44.160,-11.596,-26.717
1.880,100.503,-44.160,-11.596,-26.717
1.885,100.503,-44.160,-11.596,-26.717
1.890,100.503,-44.160,-11.596,-26.717
1.895,100.503,-44.160,-11.596,-26.717
1.900,100.503,-44.160,-11.596,-26.717
1.905,100.503,-44.160,-11.596,-26.717
1.910,100.503,-44.160,-11.596,-26.717
1.915,100.503,-44.160,-11.596,-26.717
1.920,100.503,-44.160,-11.596,-26.717
1.925,100.503,-44.160,-11.596,-26.717
1.930,100.503,-44.160,-11.596,-26.717
1.935,100.503,-44.160,-11.596,-26.717
1.940,100.503,-44.160,-11.596,-26.717
1.945,100.503,-44.160,-11.596,-26.717
1.950,100.503,-44.160,-11.596,-26.717
1.955,100.419,-44.195,-11.596,-26.717
1.960,100.419,-44.195,-11.596,-26.717
1.965,100.419,-44.195,-11.596,-26.717
1.970,100.419,-44.195,-11.596,-26.717
1.975,100.280,-44.210,-11.596,-26.717
1.980,100.140,-44.274,-11.596,-26.717
1.985,100.063,-44.239,-11.596,-26.717
1.990,99.853,-44.303,-11.596,-26.717
1.995,99.755,-44.289,-11.596,-26.717
2.000,99.532,-44.332,-11.596,-26.717
2.005,99.294,-44.368,-11.596,-26.717
2.010,99.007,-44.398,-11.596,-26.717
2.015,98.700,-44.448,-11.596,-26.717
2.020,98.329,-44.492,-11.596,-26.717
2.025,97.924,-44.528,-11.596,-26.717
2.030,97.518,-44.579,-11.596,-26.717
2.035,97.148,-44.658,-11.596,-26.717
2.040,96.673,-44.674,-11.596,-26.717
2.045,96.107,-44.697,-11.596,-26.717
2.050,95.583,-44.763,-11.596,-26.717
2.055,95.093,-44.779,-11.596,-26.717
2.060,94.590,-44.816,-11.596,-26.717
2.065,93.996,-44.896,-11.596,-26.717
2.070,93.416,-45.003,-11.596,-26.717
2.075,92.912,-45.075,-11.596,-26.717
2.080,92.311,-45.183,-11.596,-26.717
2.085,91.772,-45.304,-11.596,-26.717
2.090,91.325,-45.383,-11.596,-26.717
2.095,90.919,-45.420,-11.596,-26.717
2.100,90.577,-45.394,-11.596,-26.717
2.105,90.354,-45.339,-11.596,-26.717
2.110,90.103,-45.256,-11.596,-26.717
2.115,89.963,-45.201,-11.596,-26.717
2.120,89.823,-45.131,-11.596,-26.717
2.125,89.614,-45.125,-11.596,-26.717
2.130,89.363,-45.043,-11.596,-26.717
2.135,89.042,-44.960,-11.596,-26.717
2.140,88.804,-44.877,-11.596,-26.717
2.145,88.476,-44.781,-11.596,-26.717
2.150,88.155,-44.720,-11.596,-26.717
2.155,87.932,-44.665,-11.596,-26.717
2.160,87.638,-44.624,-11.596,-26.717
2.165,87.373,-44.597,-11.596,-26.717
2.170,87.052,-44.550,-11.596,-26.717
2.175,86.633,-44.468,-11.596,-26.717
2.180,86.116,-44.380,-11.596,-26.717
2.185,85.571,-44.312,-11.596,-26.717
2.190,85.146,-44.188,-11.596,-26.717
2.195,84.601,-44.135,-11.596,-26.717
2.200,83.958,-44.075,-11.596,-26.717
2.205,83.483,-44.042,-11.596,-26.717
2.210,82.938,-43.975,-11.596,-26.717
2.215,82.568,-43.907,-11.596,-26.717
2.220,82.023,-43.839,-11.596,-26.717
2.225,81.436,-43.765,-11.596,-26.717
2.230,80.864,-43.670,-11.596,-26.717
2.235,80.333,-43.638,-11.596,-26.717
2.240,79.788,-43.584,-11.596,-26.717
2.245,79.145,-43.559,-11.596,-26.717
2.250,78.460,-43.541,-11.596,-26.717
2.255,77.789,-43.517,-11.596,-26.717
2.260,77.272,-43.498,-11.596,-26.717
2.265,76.685,-43.459,-11.596,-26.717
2.270,75.972,-43.392,-11.596,-26.717
2.275,75.371,-43.346,-11.596,-26.717
2.280,74.756,-43.293,-11.596,-26.717
2.285,74.211,-43.212,-11.596,-26.717
2.290,73.513,-43.131,-11.596,-26.717
2.295,72.800,-43.072,-11.596,-26.717
2.300,72.129,-42.998,-11.596,-26.717
2.305,71.388,-42.981,-11.596,-26.717
2.310,70.668,-42.886,-11.596,-26.717
2.315,70.040,-42.791,-11.596,-26.717
2.320,69.397,-42.682,-11.596,-26.717
2.325,68.586,-42.644,-11.596,-26.717
2.330,67.887,-42.564,-11.596,-26.717
2.335,67.209,-42.511,-11.596,-26.717
2.340,66.329,-42.473,-11.596,-26.717
2.345,65.539,-42.477,-11.596,-26.717
2.350,64.826,-42.453,-11.596,-26.717
2.355,64.084,-42.484,-11.596,-26.717
2.360,63.420,-42.445,-11.596,-26.717
2.365,62.777,-42.406,-11.596,-26.717
2.370,61.959,-42.383,-11.596,-26.717
2.375,61.127,-42.400,-11.596,-26.717
2.380,60.351,-42.418,-11.596,-26.717
2.385,59.540,-42.429,-11.596,-26.717
2.390,58.820,-42.404,-11.596,-26.717
2.395,58.029,-42.394,-11.596,-26.717
2.400,57.344,-42.334,-11.596,-26.717
2.405,56.554,-42.324,-11.596,-26.717
2.410,55.631,-42.356,-11.596,-26.717
2.415,54.875,-42.423,-11.596,-26.717
2.420,54.309,-42.460,-11.596,-26.717
2.425,53.518,-42.513,-11.596,-26.717
2.430,52.882,-42.586,-11.596,-26.717
2.435,52.259,-42.575,-11.596,-26.717
2.440,51.371,-42.572,-11.596,-26.717
2.445,50.581,-42.527,-11.596,-26.717
2.450,49.881,-42.530,-11.596,-26.717
2.455,49.049,-42.590,-11.596,-26.717
2.460,48.538,-42.620,-11.596,-26.717
2.465,47.985,-42.685,-11.596,-26.717
2.470,47.377,-42.772,-11.596,-26.717
2.475,46.740,-42.803,-11.596,-26.717
2.480,46.075,-42.820,-11.596,-26.717
2.485,45.257,-42.796,-11.596,-26.717
2.490,44.558,-42.764,-11.596,-26.717
2.495,43.879,-42.768,-11.596,-26.717
2.500,43.194,-42.764,-11.596,-26.717
2.505,42.669,-42.745,-11.596,-26.717
2.510,42.131,-42.699,-11.596,-26.717
2.515,41.606,-42.680,-11.596,-26.717
2.520,40.928,-42.649,-11.596,-26.717
2.525,40.333,-42.645,-11.596,-26.717
2.530,39.808,-42.626,-11.596,-26.717
2.535,39.270,-42.678,-11.596,-26.717
2.540,38.668,-42.673,-11.596,-26.717
2.545,38.199,-42.641,-11.596,-26.717
2.550,37.745,-42.608,-11.596,-26.717
2.555,37.080,-42.576,-11.596,-26.717
2.560,36.451,-42.530,-11.596,-26.717
2.565,35.968,-42.470,-11.596,-26.717
2.570,35.430,-42.423,-11.596,-26.717
2.575,34.800,-42.363,-11.596,-26.717
2.580,34.262,-42.317,-11.596,-26.717
2.585,33.779,-42.256,-11.596,-26.717
2.590,33.283,-42.154,-11.596,-26.717
2.595,32.765,-42.066,-11.596,-26.717
2.600,32.269,-41.963,-11.596,-26.717
2.605,31.759,-41.833,-11.596,-26.717
2.610,31.318,-41.716,-11.596,-26.717
2.615,30.822,-41.614,-11.596,-26.717
2.620,30.242,-41.498,-11.596,-26.717
2.625,29.738,-41.396,-11.596,-26.717
2.630,29.214,-41.266,-11.596,-26.717
2.635,28.703,-41.135,-11.596,-26.717
2.640,28.277,-41.019,-11.596,-26.717
2.645,27.746,-40.875,-11.596,-26.717
2.650,27.312,-40.744,-11.596,-26.717
2.655,26.872,-40.586,-11.596,-26.717
2.660,26.467,-40.441,-11.596,-26.717
2.665,25.970,-40.339,-11.596,-26.717
2.670,25.635,-40.222,-11.596,-26.717
2.675,25.124,-40.091,-11.596,-26.717
2.680,24.677,-39.975,-11.596,-26.717
2.685,24.307,-39.816,-11.596,-26.717
2.690,24.006,-39.706,-11.596,-26.717
2.695,23.713,-39.533,-11.596,-26.717
2.700,23.342,-39.416,-11.596,-26.717
2.705,23.049,-39.243,-11.596,-26.717
2.710,22.657,-39.119,-11.596,-26.717
2.715,22.392,-38.988,-11.596,-26.717
2.720,22.050,-38.808,-11.596,-26.717
2.725,21.729,-38.607,-11.596,-26.717
2.730,21.428,-38.336,-11.596,-26.717
2.735,21.101,-38.072,-11.596,-26.717
2.740,20.878,-37.808,-11.596,-26.717
2.745,20.612,-37.579,-11.596,-26.717
2.750,20.298,-37.316,-11.596,-26.717
2.755,20.005,-37.052,-11.596,-26.717
2.760,19.705,-36.781,-11.596,-26.717
2.765,19.426,-36.538,-11.596,-26.717
2.770,19.203,-36.260,-11.596,-26.717
2.775,18.994,-36.038,-11.596,-26.717
2.780,18.855,-35.787,-11.596,-26.717
2.785,18.625,-35.537,-11.596,-26.717
2.790,18.416,-35.301,-105.419,126.254
2.795,18.185,-35.065,-105.419,126.254
2.800,17.976,-34.829,-105.419,126.254
2.805,17.711,-34.586,-105.419,126.254
2.810,17.516,-34.350,-105.419,126.254
2.815,17.377,-34.113,-105.419,126.254
2.820,17.196,-33.905,-105.419,126.254
2.825,16.965,-33.647,-105.419,126.254
2.830,16.868,-33.453,-105.419,126.254
2.835,16.687,-33.286,-105.419,126.254
2.840,16.575,-33.077,-105.419,126.254
2.845,16.450,-32.868,-105.419,126.254
2.850,16.367,-32.701,-105.419,126.254
2.855,16.178,-32.535,-105.419,126.254
2.860,16.053,-32.326,-105.419,126.254
2.865,15.956,-32.159,-105.419,126.254
2.870,15.872,-31.978,-105.419,126.254
2.875,15.789,-31.839,-105.419,126.254
2.880,15.705,-31.700,-105.419,126.254
2.885,15.608,-31.519,-105.419,126.254
2.890,15.538,-31.394,-105.419,126.254
2.895,15.455,-31.255,-105.419,126.254
2.900,15.371,-31.115,-105.419,126.254
2.905,15.288,-30.934,-105.419,126.254
2.910,15.204,-30.795,-105.419,126.254
2.915,15.121,-30.656,-105.419,126.254
2.920,15.051,-30.531,-105.419,126.254
2.925,14.954,-30.350,-105.419,126.254
2.930,14.856,-30.169,-105.419,126.254
2.935,14.773,-30.030,-105.419,126.254
2.940,14.703,-29.891,-105.419,126.254
2.945,14.606,-29.710,-105.419,126.254
2.950,14.508,-29.543,-105.419,126.254
2.955,14.397,-29.334,-105.419,126.254
2.960,14.286,-29.125,-105.419,126.254
2.965,14.188,-28.958,-105.419,126.254
2.970,14.077,-28.736,-105.419,126.254
2.975,13.966,-28.527,-105.419,126.254
2.980,13.868,-28.360,-105.419,126.254
2.985,13.771,-28.179,-105.419,126.254
2.990,13.701,-28.040,-105.419,126.254
2.995,13.604,-27.859,-105.419,126.254
3.000,13.506,-27.692,-105.419,126.254
3.005,13.437,-27.539,-105.419,126.254
3.010,13.339,-27.372,-105.419,126.254
3.015,13.221,-27.226,-105.419,126.254
3.020,13.124,-27.031,-105.419,126.254
3.025,12.970,-26.865,-105.419,126.254
3.030,12.887,-26.698,-105.419,126.254
3.035,12.712,-26.531,-105.419,126.254
3.040,12.559,-26.350,-105.419,126.254
3.045,12.461,-26.183,-105.419,126.254
3.050,12.294,-25.975,-105.419,126.254
3.055,12.119,-25.808,-105.419,126.254
3.060,11.952,-25.600,-105.419,126.254
3.065,11.785,-25.371,-105.419,126.254
3.070,11.631,-25.204,-105.419,126.254
3.075,11.464,-25.010,-105.419,126.254
3.080,11.219,-24.822,-105.419,126.254
3.085,11.073,-24.669,-105.419,126.254
3.090,10.919,-24.503,-105.419,126.254
3.095,10.710,-24.329,-105.419,126.254
3.100,10.556,-24.149,-105.419,126.254
3.105,10.326,-23.997,-105.419,126.254
3.110,10.095,-23.809,-105.419,126.254
3.115,9.963,-23.643,-105.419,126.254
3.120,9.802,-23.441,-105.419,126.254
