Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm)
18.550,94.384,-104.924,5.856,-9.011
18.555,94.204,-104.813,5.856,-9.011
18.560,94.009,-104.674,5.856,-9.011
18.565,93.744,-104.493,5.856,-9.011
18.570,93.383,-104.256,5.856,-9.011
18.575,92.965,-103.964,5.856,-9.011
18.580,92.331,-103.630,5.856,-9.011
18.585,91.565,-103.220,5.856,-9.011
18.590,90.694,-102.846,5.856,-9.011
18.595,89.732,-102.450,5.856,-9.011
18.600,88.561,-102.070,5.856,-9.011
18.605,87.452,-101.703,5.856,-9.011
18.610,86.232,-101.323,5.856,-9.011
18.615,84.851,-100.894,5.856,-9.011
18.620,83.358,-100.472,5.856,-9.011
18.625,82.054,-100.057,5.856,-9.011
18.630,80.673,-99.685,5.856,-9.011
18.635,79.305,-99.298,5.856,-9.011
18.640,78.078,-98.890,5.856,-9.011
18.645,76.710,-98.503,5.856,-9.011
18.650,75.273,-98.103,5.856,-9.011
18.655,73.731,-97.661,5.856,-9.011
18.660,72.140,-97.184,5.856,-9.011
18.665,70.458,-96.743,5.856,-9.011
18.670,68.882,-96.217,5.856,-9.011
18.675,67.095,-95.672,5.856,-9.011
18.680,65.477,-95.146,5.856,-9.011
18.685,63.865,-94.614,5.856,-9.011
18.690,62.099,-94.110,5.856,-9.011
18.695,60.432,-93.509,5.856,-9.011
18.700,58.680,-92.907,5.856,-9.011
18.705,57.027,-92.277,5.856,-9.011
18.710,55.191,-91.634,5.856,-9.011
18.715,53.363,-90.984,5.856,-9.011
18.720,51.576,-90.334,5.856,-9.011
18.725,49.727,-89.615,5.856,-9.011
18.730,48.192,-88.929,5.856,-9.011
18.735,46.490,-88.244,5.856,-9.011
18.740,44.906,-87.509,5.856,-9.011
18.745,43.301,-86.866,5.856,-9.011
18.750,41.535,-86.147,5.856,-9.011
18.755,39.776,-85.448,5.856,-9.011
18.760,37.933,-84.693,5.856,-9.011
18.765,36.273,-83.890,5.856,-9.011
18.770,34.563,-83.093,5.856,-9.011
18.775,33.014,-82.268,5.856,-9.011
18.780,31.528,-81.457,5.856,-9.011
18.785,29.839,-80.626,5.856,-9.011
18.790,28.444,-79.766,5.856,-9.011
18.795,26.958,-78.836,5.856,-9.011
18.800,25.486,-77.941,5.856,-9.011
18.805,24.098,-77.032,5.856,-9.011
18.810,22.745,-76.060,5.856,-9.011
18.815,21.301,-75.123,5.856,-9.011
18.820,19.927,-74.200,5.856,-9.011
18.825,18.630,-73.228,5.856,-9.011
18.830,17.353,-72.277,5.856,-9.011
18.835,16.042,-71.340,5.856,-9.011
18.840,14.954,-70.409,5.856,-9.011
18.845,13.860,-69.423,5.856,-9.011
18.850,12.870,-68.415,5.856,-9.011
18.855,11.874,-67.435,5.856,-9.011
18.860,10.870,-66.511,5.856,-9.011
18.865,9.831,-65.552,5.856,-9.011
18.870,8.758,-64.517,5.856,-9.011
18.875,7.726,-63.495,5.856,-9.011
18.880,6.513,-62.356,5.856,-9.011
18.885,5.160,-61.070,5.856,-9.011
18.890,3.514,-59.591,5.856,-9.011
18.895,1.924,-57.979,5.856,-9.011
18.900,0.244,-56.221,5.856,-9.011
18.905,-1.373,-54.365,5.856,-9.011
18.910,-3.096,-52.413,5.856,-9.011
18.915,-4.650,-50.445,5.856,-9.011
18.920,-6.078,-48.428,5.856,-9.011
18.925,-7.422,-46.377,5.856,-9.011
18.930,-8.668,-44.297,5.856,-9.011
18.935,-9.901,-42.259,5.856,-9.011
18.940,-10.944,-40.255,5.856,-9.011
18.945,-11.974,-38.223,5.856,-9.011
18.950,-12.976,-36.191,5.856,-9.011
18.955,-13.936,-34.173,5.856,-9.011
18.960,-14.910,-32.086,5.856,-9.011
18.965,-15.815,-30.096,5.856,-9.011
18.970,-16.364,-28.572,5.856,-9.011
18.975,-16.647,-27.339,5.856,-9.011
18.980,-16.910,-26.266,5.856,-9.011
18.985,-17.047,-25.180,5.856,-9.011
18.990,-17.100,-24.134,5.856,-9.011
18.995,-17.111,-23.095,5.856,-9.011
19.000,-17.137,-22.105,5.856,-9.011
19.005,-17.169,-21.199,5.856,-9.011
19.010,-17.167,-20.251,5.856,-9.011
19.015,-17.199,-19.450,5.856,-9.011
19.020,-17.225,-18.572,5.856,-9.011
19.025,-17.320,-17.645,5.856,-9.011
19.030,-17.423,-16.781,-131.891,121.791
19.035,-17.554,-15.938,-131.891,121.791
19.040,-17.755,-14.887,-131.891,121.791
19.045,-18.039,-13.822,-131.891,121.791
19.050,-18.414,-12.652,-131.891,121.791
19.055,-18.846,-11.469,-131.891,121.791
19.060,-19.263,-10.300,-131.891,121.791
19.065,-19.667,-9.132,-131.891,121.791
19.070,-20.043,-8.060,-131.891,121.791
19.075,-20.404,-6.988,-131.891,121.791
19.080,-20.752,-5.931,-131.891,121.791
19.085,-21.100,-4.887,-131.891,121.791
19.090,-21.420,-3.899,-131.891,121.791
19.095,-21.712,-2.981,-131.891,121.791
19.100,-21.991,-2.104,-131.891,121.791
19.105,-22.227,-1.352,-131.891,121.791
19.110,-22.436,-0.629,-131.891,121.791
19.115,-22.617,-0.058,-131.891,121.791
19.120,-22.784,0.471,-131.891,121.791
19.125,-22.909,0.902,-131.891,121.791
19.130,-23.007,1.236,-131.891,121.791
19.135,-23.013,1.515,-131.891,121.791
19.140,-22.999,1.668,-131.891,121.791
19.145,-22.915,1.752,-131.891,121.791
19.150,-22.599,1.747,-131.891,121.791
19.155,-22.102,1.672,-131.891,121.791
19.160,-21.478,1.564,-131.891,121.791
19.165,-20.609,1.394,-131.891,121.791
19.170,-19.720,1.225,-131.891,121.791
19.175,-18.627,1.007,-131.891,121.791
19.180,-17.709,0.782,-131.891,121.791
19.185,-16.680,0.557,-131.891,121.791
19.190,-15.762,0.318,-131.891,121.791
19.195,-14.838,0.058,-131.891,121.791
19.200,-14.040,-0.182,-131.891,121.791
19.205,-13.241,-0.380,-131.891,121.791
19.210,-12.597,-0.572,-131.891,121.791
19.215,-11.939,-0.680,-131.891,121.791
19.220,-11.308,-0.830,-131.891,121.791
19.225,-10.769,-0.911,-131.891,121.791
19.230,-10.279,-0.986,-131.891,121.791
19.235,-9.711,-1.024,-131.891,121.791
19.240,-9.263,-1.064,-131.891,121.791
19.245,-8.955,-1.090,-131.891,121.791
19.250,-8.520,-1.102,-131.891,121.791
19.255,-8.030,-1.141,-131.891,121.791
19.260,-7.582,-1.195,-131.891,121.791
19.265,-7.211,-1.248,-131.891,121.791
19.270,-6.699,-1.288,-131.891,121.791
19.275,-6.118,-1.326,-131.891,121.791
19.280,-5.628,-1.366,-131.891,121.791
19.285,-5.109,-1.447,-131.891,121.791
19.290,-4.549,-1.506,-131.891,121.791
19.295,-4.059,-1.546,-131.891,121.791
19.300,-3.610,-1.599,-131.891,121.791
19.305,-3.148,-1.680,-131.891,121.791
19.310,-2.644,-1.720,-131.891,121.791
19.315,-2.182,-1.780,-131.891,121.791
19.320,-1.734,-1.819,-131.891,121.791
19.325,-1.306,-1.873,-131.891,121.791
19.330,-0.767,-1.954,-131.891,121.791
19.335,-0.340,-1.986,-131.891,121.791
19.340,0.066,-2.054,-131.891,121.791
19.345,0.458,-2.087,-131.891,121.791
19.350,0.920,-2.147,-131.891,121.791
19.355,1.319,-2.243,-131.891,121.791
19.360,1.691,-2.261,-131.891,121.791
19.365,2.097,-2.357,-131.891,121.791
19.370,2.468,-2.376,-131.891,121.791
19.375,2.909,-2.408,-131.891,121.791
19.380,3.245,-2.441,-131.891,121.791
19.385,3.546,-2.433,-131.891,121.791
19.390,3.792,-2.438,-131.891,121.791
19.395,4.065,-2.472,-131.891,121.791
19.400,4.310,-2.464,-131.891,121.791
19.405,4.499,-2.449,-131.891,121.791
19.410,4.667,-2.469,-131.891,121.791
19.415,4.800,-2.461,-131.891,121.791
19.420,4.912,-2.460,-131.891,121.791
19.425,4.989,-2.460,-131.891,121.791
19.430,5.094,-2.466,-131.891,121.791
19.435,5.171,-2.466,-131.891,121.791
19.440,5.171,-2.466,-131.891,121.791
19.445,5.213,-2.452,-131.891,121.791
19.450,5.213,-2.452,-131.891,121.791
19.455,5.213,-2.452,-131.891,121.791
19.460,5.213,-2.452,-131.891,121.791
19.465,5.213,-2.452,-131.891,121.791
19.470,5.213,-2.452,-131.891,121.791
19.475,5.213,-2.452,-131.891,121.791
19.480,5.213,-2.452,-131.891,121.791
19.485,5.213,-2.452,-131.891,121.791
19.490,5.213,-2.452,-131.891,121.791
19.495,5.213,-2.452,-131.891,121.791
19.500,5.213,-2.452,-131.891,121.791
19.505,5.213,-2.452,-131.891,121.791
19.510,5.213,-2.452,-131.891,121.791
19.515,5.213,-2.424,-131.891,121.791
19.520,5.213,-2.424,-131.891,121.791
19.525,5.199,-2.382,-131.891,121.791
19.530,5.158,-2.313,-131.891,121.791
19.535,5.116,-2.187,-131.891,121.791
19.540,5.074,-2.090,-131.891,121.791
19.545,5.005,-1.895,-131.891,121.791
19.550,4.907,-1.673,-131.891,121.791
19.555,4.824,-1.450,-131.891,121.791
19.560,4.712,-1.158,-131.891,121.791
19.565,4.601,-0.893,-131.891,121.791
19.570,4.434,-0.615,-131.891,121.791
19.575,4.245,-0.323,-131.891,121.791
19.580,4.134,-0.017,-131.891,121.791
19.585,3.953,0.275,-131.891,121.791
19.590,3.743,0.573,-131.891,121.791
19.595,3.562,0.865,-131.891,121.791
19.600,3.331,1.129,-131.891,121.791
19.605,3.087,1.427,-131.891,121.791
19.610,2.885,1.782,-131.891,121.791
19.615,2.493,2.059,-131.891,121.791
19.620,2.200,2.413,-131.891,121.791
19.625,1.829,2.738,-131.891,121.791
19.630,1.459,3.120,-131.891,121.791
19.635,1.117,3.508,-131.891,121.791
19.640,0.732,3.931,-131.891,121.791
19.645,0.292,4.326,-131.891,121.791
19.650,-0.253,4.777,-131.891,121.791
19.655,-0.820,5.234,-131.891,121.791
19.660,-1.393,5.669,-131.891,121.791
19.665,-2.149,6.161,-131.891,121.791
19.670,-2.981,6.672,-131.891,121.791
19.675,-3.793,7.176,-131.891,121.791
19.680,-4.702,7.701,-131.891,121.791
19.685,-5.605,8.310,-131.891,121.791
19.690,-6.549,8.883,-131.891,121.791
19.695,-7.508,9.512,-131.891,121.791
19.700,-8.418,10.127,-131.891,121.791
19.705,-9.362,10.784,-131.891,121.791
19.710,-10.265,11.462,-131.891,121.791
19.715,-11.175,12.133,-131.891,121.791
19.720,-12.063,12.846,-131.891,121.791
19.725,-13.043,13.608,-131.891,121.791
19.730,-13.931,14.383,-131.891,121.791
19.735,-14.869,15.103,-131.891,121.791
19.740,-15.842,15.815,-131.891,121.791
19.745,-16.703,16.549,-131.891,121.791
19.750,-17.683,17.282,-131.891,121.791
19.755,-18.565,18.058,-131.891,121.791
19.760,-19.531,18.854,-131.891,121.791
19.765,-20.399,19.609,-131.891,121.791
19.770,-21.442,20.404,-131.891,121.791
19.775,-22.296,21.194,-131.891,121.791
19.780,-23.311,21.989,-131.891,121.791
19.785,-24.263,22.827,-131.891,121.791
19.790,-25.342,23.727,-131.891,121.791
19.795,-26.301,24.564,-131.891,121.791
19.800,-27.345,25.464,-131.891,121.791
19.805,-28.290,26.323,-131.891,121.791
19.810,-29.383,27.174,-131.891,121.791
19.815,-30.419,28.032,-131.891,121.791
19.820,-31.442,28.925,-131.891,121.791
19.825,-32.563,29.859,-131.891,121.791
19.830,-33.572,30.731,-131.891,121.791
19.835,-34.644,31.609,-131.891,121.791
19.840,-35.681,32.523,-131.891,121.791
19.845,-36.740,33.416,-131.891,121.791
19.850,-37.868,34.329,-131.891,121.791
19.855,-38.835,35.263,-131.891,121.791
19.860,-39.985,36.225,-131.891,121.791
19.865,-41.085,37.194,-131.891,121.791
19.870,-42.151,38.114,-131.891,121.791
19.875,-43.259,39.062,-131.891,121.791
19.880,-44.353,39.982,-131.891,121.791
19.885,-45.433,40.930,-131.891,121.791
19.890,-46.513,41.864,-131.891,121.791
19.895,-47.684,42.854,-131.891,121.791
19.900,-48.701,43.732,-131.891,121.791
19.905,-49.859,44.722,-131.891,121.791
19.910,-50.946,45.697,-131.891,121.791
19.915,-52.033,46.645,-131.891,121.791
19.920,-53.128,47.600,-131.891,121.791
19.925,-54.188,48.548,-131.891,121.791
19.930,-55.297,49.503,-131.891,121.791
19.935,-56.328,50.430,-131.891,121.791
19.940,-57.423,51.343,-131.891,121.791
19.945,-58.504,52.256,-131.891,121.791
19.950,-59.607,53.246,-131.891,121.791
19.955,-60.618,54.173,-131.891,121.791
19.960,-61.692,55.106,-131.891,121.791
19.965,-62.794,56.075,-131.891,121.791
19.970,-63.883,56.988,-131.891,121.791
19.975,-64.915,57.881,-131.891,121.791
19.980,-65.948,58.836,-131.891,121.791
19.985,-67.030,59.784,-131.891,121.791
19.990,-68.119,60.738,-131.891,121.791
19.995,-69.173,61.672,-131.891,121.791
20.000,-70.227,62.606,-131.891,121.791
20.005,-71.238,63.513,-131.891,121.791
20.010,-72.328,64.384,-131.891,121.791
20.015,-73.354,65.256,-131.891,121.791
20.020,-74.387,66.169,-131.891,121.791
20.025,-75.399,67.041,-131.891,121.791
20.030,-76.419,67.975,-131.891,121.791
20.035,-77.452,68.888,-131.891,121.791
20.040,-78.416,69.760,-131.891,121.791
20.045,-79.428,70.632,-131.891,121.791
20.050,-80.420,71.511,-131.891,121.791
20.055,-81.369,72.334,-131.891,121.791
20.060,-82.445,73.220,-131.891,121.791
20.065,-83.346,74.071,-131.891,121.791
20.070,-84.281,74.901,-131.891,121.791
20.075,-85.238,75.773,-131.891,121.791
20.080,-86.237,76.631,-131.891,121.791
20.085,-87.131,77.448,-131.891,121.791
20.090,-88.088,78.285,-131.891,121.791
20.095,-88.968,79.123,-131.891,121.791
20.100,-89.918,79.960,-131.891,121.791
20.105,-90.847,80.777,-131.891,121.791
20.110,-91.713,81.635,-131.891,121.791
20.115,-92.635,82.459,-131.891,121.791
20.120,-93.536,83.339,-131.891,121.791
20.125,-94.395,84.184,-131.891,121.791
20.130,-95.206,85.091,-131.891,121.791
20.135,-96.002,85.908,-131.891,121.791
20.140,-96.833,86.732,-131.891,121.791
20.145,-97.685,87.577,-131.891,121.791
20.150,-98.517,88.388,-131.891,121.791
20.155,-99.320,89.163,-131.891,121.791
20.160,-100.109,89.925,-131.891,121.791
20.165,-100.877,90.708,-131.891,121.791
20.170,-101.652,91.469,-131.891,121.791
20.175,-102.434,92.196,-131.891,121.791
20.180,-103.217,92.979,-131.891,121.791
20.185,-103.893,93.714,-131.891,121.791
20.190,-104.606,94.413,-131.891,121.791
20.195,-105.402,95.120,-131.891,121.791
20.200,-106.114,95.840,-131.891,121.791
20.205,-106.812,96.491,-131.891,121.791
20.210,-107.538,97.149,-131.891,121.791
20.215,-108.222,97.786,-131.891,121.791
20.220,-108.920,98.382,-131.891,121.791
20.225,-109.617,98.998,-131.891,121.791
20.230,-110.287,99.587,-131.891,121.791
20.235,-110.971,100.182,-131.891,121.791
20.240,-111.669,100.757,-131.891,121.791
20.245,-112.289,101.304,-131.891,121.791
20.250,-113.022,101.886,-131.891,121.791
20.255,-113.643,102.391,-131.891,121.791
20.260,-114.291,102.918,-131.891,121.791
20.265,-114.961,103.444,-131.891,121.791
20.270,-115.595,103.908,-131.891,121.791
20.275,-116.279,104.462,-131.891,121.791
20.280,-116.850,104.926,-130.536,-94.210
20.285,-117.491,105.390,-130.536,-94.210
20.290,-118.076,105.826,-130.536,-94.210
20.295,-118.598,106.186,-130.536,-94.210
20.300,-119.049,106.511,-130.536,-94.210
20.305,-119.570,106.795,-130.536,-94.210
20.310,-119.930,107.023,-130.536,-94.210
20.315,-120.268,107.189,-130.536,-94.210
20.320,-120.606,107.355,-130.536,-94.210
20.325,-120.866,107.480,-130.536,-94.210
20.330,-121.106,107.597,-130.536,-94.210
20.335,-121.282,107.708,-130.536,-94.210
20.340,-121.416,107.742,-130.536,-94.210
20.345,-121.570,107.832,-130.536,-94.210
20.350,-121.620,107.860,-130.536,-94.210
20.355,-121.669,107.881,-130.536,-94.210
20.360,-121.669,107.881,-130.536,-94.210
20.365,-121.669,107.881,-130.536,-94.210
20.370,-121.669,107.881,-130.536,-94.210
20.375,-121.669,107.881,-130.536,-94.210
20.380,-121.669,107.881,-130.536,-94.210
20.385,-121.669,107.881,-130.536,-94.210
20.390,-121.669,107.881,-130.536,-94.210
20.395,-121.669,107.881,-130.536,-94.210
20.400,-121.669,107.881,-130.536,-94.210
20.405,-121.669,107.881,-130.536,-94.210
20.410,-121.704,107.901,-130.536,-94.210
20.415,-121.831,107.971,-130.536,-94.210
20.420,-121.993,108.047,-130.536,-94.210
20.425,-122.155,108.137,-130.536,-94.210
20.430,-122.430,108.275,-130.536,-94.210
20.435,-122.754,108.441,-130.536,-94.210
20.440,-123.042,108.607,-130.536,-94.210
20.445,-123.352,108.752,-130.536,-94.210
20.450,-123.627,108.939,-130.536,-94.210
20.455,-123.902,109.084,-130.536,-94.210
20.460,-124.148,109.181,-130.536,-94.210
20.465,-124.325,109.341,-130.536,-94.210
20.470,-124.458,109.410,-130.536,-94.210
20.475,-124.536,109.423,-130.536,-94.210
20.480,-124.585,109.465,-130.536,-94.210
20.485,-124.620,109.486,-130.536,-94.210
20.490,-124.670,109.493,-130.536,-94.210
20.495,-124.719,109.534,-130.536,-94.210
20.500,-124.768,109.555,-130.536,-94.210
20.505,-124.783,109.576,-130.536,-94.210
20.510,-124.811,109.590,-130.536,-94.210
20.515,-124.860,109.610,-130.536,-94.210
20.520,-124.909,109.631,-130.536,-94.210
20.525,-124.958,109.652,-130.536,-94.210
20.530,-124.994,109.680,-130.536,-94.210
20.535,-124.994,109.680,-130.536,-94.210
20.540,-124.994,109.680,-130.536,-94.210
20.545,-124.994,109.680,-130.536,-94.210
20.550,-124.994,109.680,-130.536,-94.210
20.555,-124.994,109.680,-130.536,-94.210
20.560,-124.994,109.680,-130.536,-94.210
20.565,-124.994,109.680,-130.536,-94.210
20.570,-124.994,109.680,-130.536,-94.210
20.575,-124.994,109.680,-130.536,-94.210
20.580,-124.994,109.680,-130.536,-94.210
20.585,-124.994,109.680,-130.536,-94.210
20.590,-124.994,109.680,-130.536,-94.210
20.595,-124.994,109.680,-130.536,-94.210
20.600,-124.994,109.680,-130.536,-94.210
20.605,-124.994,109.680,-130.536,-94.210
20.610,-124.994,109.680,-130.536,-94.210
20.615,-124.994,109.680,-130.536,-94.210
20.620,-124.994,109.680,-130.536,-94.210
20.625,-124.994,109.680,-130.536,-94.210
20.630,-124.994,109.680,-130.536,-94.210
20.635,-124.994,109.680,-130.536,-94.210
20.640,-124.994,109.680,-130.536,-94.210
20.645,-125.022,109.652,-130.536,-94.210
20.650,-125.049,109.568,-130.536,-94.210
20.655,-125.105,109.471,-130.536,-94.210
20.660,-125.175,109.318,-130.536,-94.210
20.665,-125.244,109.137,-130.536,-94.210
20.670,-125.342,108.928,-130.536,-94.210
20.675,-125.439,108.705,-130.536,-94.210
20.680,-125.564,108.455,-130.536,-94.210
20.685,-125.676,108.204,-130.536,-94.210
20.690,-125.801,107.912,-130.536,-94.210
20.695,-125.954,107.578,-130.536,-94.210
20.700,-126.107,107.216,-130.536,-94.210
20.705,-126.176,106.792,-130.536,-94.210
20.710,-126.103,106.292,-130.536,-94.210
20.715,-125.925,105.695,-130.536,-94.210
20.720,-125.493,104.917,-130.536,-94.210
20.725,-125.040,104.133,-130.536,-94.210
20.730,-124.531,103.272,-130.536,-94.210
20.735,-124.078,102.453,-130.536,-94.210
20.740,-123.688,101.613,-130.536,-94.210
20.745,-123.397,100.821,-130.536,-94.210
20.750,-123.042,99.954,-130.536,-94.210
20.755,-122.603,99.051,-130.536,-94.210
20.760,-122.136,98.107,-130.536,-94.210
20.765,-121.795,97.204,-130.536,-94.210
20.770,-121.328,96.218,-130.536,-94.210
20.775,-120.973,95.316,-130.536,-94.210
20.780,-120.492,94.351,-130.536,-94.210
20.785,-120.145,93.434,-130.536,-94.210
20.790,-119.628,92.469,-130.536,-94.210
20.795,-119.232,91.532,-130.536,-94.210
20.800,-118.772,90.574,-130.536,-94.210
20.805,-118.327,89.637,-130.536,-94.210
20.810,-117.888,88.658,-130.536,-94.210
20.815,-117.555,87.700,-130.536,-94.210
20.820,-117.123,86.665,-130.536,-94.210
20.825,-116.762,85.686,-130.536,-94.210
20.830,-116.274,84.673,-130.536,-94.210
20.835,-115.836,83.694,-130.536,-94.210
20.840,-115.384,82.680,-130.536,-94.210
20.845,-115.037,81.652,-130.536,-94.210
20.850,-114.584,80.610,-130.536,-94.210
20.855,-114.224,79.604,-130.536,-94.210
20.860,-113.771,78.506,-130.536,-94.210
20.865,-113.446,77.492,-130.536,-94.210
20.870,-113.043,76.381,-130.536,-94.210
20.875,-112.682,75.263,-130.536,-94.210
20.880,-112.406,74.172,-130.536,-94.210
20.885,-112.080,73.075,-130.536,-94.210
20.890,-111.853,71.991,-130.536,-94.210
20.895,-111.640,70.941,-130.536,-94.210
20.900,-111.371,69.774,-130.536,-94.210
20.905,-111.158,68.725,-130.536,-94.210
20.910,-111.009,67.662,-130.536,-94.210
20.915,-110.719,66.605,-130.536,-94.210
20.920,-110.499,65.577,-130.536,-94.210
20.925,-110.245,64.542,-130.536,-94.210
20.930,-110.004,63.458,-130.536,-94.210
20.935,-109.771,62.353,-130.536,-94.210
20.940,-109.600,61.234,-130.536,-94.210
20.945,-109.465,60.198,-130.536,-94.210
20.950,-109.323,59.114,-130.536,-94.210
20.955,-109.167,57.994,-130.536,-94.210
20.960,-108.997,56.854,-130.536,-94.210
20.965,-108.841,55.728,-130.536,-94.210
20.970,-108.714,54.567,-130.536,-94.210
20.975,-108.530,53.399,-130.536,-94.210
20.980,-108.360,52.190,-130.536,-94.210
20.985,-108.176,50.903,-130.536,-94.210
20.990,-108.041,49.700,-130.536,-94.210
20.995,-107.935,48.518,-130.536,-94.210
21.000,-107.800,47.274,-130.536,-94.210
21.005,-107.680,46.092,-130.536,-94.210
21.010,-107.518,44.889,-130.536,-94.210
21.015,-107.320,43.728,-130.536,-94.210
21.020,-107.172,42.615,-130.536,-94.210
21.025,-107.108,41.482,-130.536,-94.210
21.030,-106.939,40.299,-130.536,-94.210
21.035,-106.861,39.082,-130.536,-94.210
21.040,-106.685,37.956,-130.536,-94.210
21.045,-106.509,36.802,-130.536,-94.210
21.050,-106.460,35.647,-130.536,-94.210
21.055,-106.333,34.485,-130.536,-94.210
21.060,-106.256,33.331,-130.536,-94.210
21.065,-106.108,32.155,-130.536,-94.210
21.070,-106.037,31.001,-130.536,-94.210
21.075,-105.939,29.804,-130.536,-94.210
21.080,-105.813,28.664,-130.536,-94.210
21.085,-105.771,27.530,-130.536,-94.210
21.090,-105.707,26.396,-130.536,-94.210
21.095,-105.665,25.262,-130.536,-94.210
21.100,-105.588,24.128,-130.536,-94.210
21.105,-105.560,23.014,-130.536,-94.210
21.110,-105.546,21.985,-130.536,-94.210
21.115,-105.519,20.941,-130.536,-94.210
21.120,-105.477,19.869,-130.536,-94.210
21.125,-105.449,18.798,-130.536,-94.210
21.130,-105.407,17.685,-130.536,-94.210
21.135,-105.352,16.641,-130.536,-94.210
21.140,-105.359,15.590,-130.536,-94.210
21.145,-105.303,14.574,-130.536,-94.210
21.150,-105.290,13.509,-130.536,-94.210
21.155,-105.220,12.480,-130.536,-94.210
21.160,-105.151,11.450,-130.536,-94.210
21.165,-105.081,10.364,-130.536,-94.210
21.170,-104.998,9.307,-130.536,-94.210
21.175,-104.914,8.235,-130.536,-94.210
21.180,-104.817,7.206,-130.536,-94.210
21.185,-104.719,6.120,-130.536,-94.210
21.190,-104.685,5.125,-130.536,-94.210
21.195,-104.588,4.053,-130.536,-94.210
21.200,-104.582,3.023,-130.536,-94.210
21.205,-104.547,2.056,-130.536,-94.210
21.210,-104.499,1.075,-130.536,-94.210
21.215,-104.472,0.086,-130.536,-94.210
21.220,-104.410,-0.923,-130.536,-94.210
21.225,-104.488,-1.932,-130.536,-94.210
21.230,-104.405,-2.886,-130.536,-94.210
21.235,-104.448,-3.826,-130.536,-94.210
21.240,-104.449,-4.772,-130.536,-94.210
21.245,-104.429,-5.761,-130.536,-94.210
21.250,-104.459,-6.701,-130.536,-94.210
21.255,-104.502,-7.627,-130.536,-94.210
21.260,-104.531,-8.553,-130.536,-94.210
21.265,-104.561,-9.520,-130.536,-94.210
21.270,-104.576,-10.474,-130.536,-94.210
21.275,-104.605,-11.456,-130.536,-94.210
21.280,-104.607,-12.423,-130.536,-94.210
21.285,-104.636,-13.349,-130.536,-94.210
21.290,-104.701,-14.338,-130.536,-94.210
21.295,-104.758,-15.271,-130.536,-94.210
21.300,-104.844,-16.218,-130.536,-94.210
21.305,-104.901,-17.110,-130.536,-94.210
21.310,-104.980,-18.015,-130.536,-94.210
21.315,-105.087,-18.913,-130.536,-94.210
21.320,-105.151,-19.839,-130.536,-94.210
21.325,-105.265,-20.773,-130.536,-94.210
21.330,-105.309,-21.657,-130.536,-94.210
21.335,-105.415,-22.542,-130.536,-94.210
21.340,-105.487,-23.447,-130.536,-94.210
21.345,-105.517,-24.338,-130.536,-94.210
21.350,-105.568,-25.244,-130.536,-94.210
21.355,-105.660,-26.128,-130.536,-94.210
21.360,-105.774,-27.033,-130.536,-94.210
21.365,-105.811,-27.925,-130.536,-94.210
21.370,-105.890,-28.837,-130.536,-94.210
21.375,-105.913,-29.742,-130.536,-94.210
21.380,-106.027,-30.613,-130.536,-94.210
21.385,-106.106,-31.463,-130.536,-94.210
21.390,-106.248,-32.354,-130.536,-94.210
21.395,-106.334,-33.239,-130.536,-94.210
21.400,-106.399,-34.151,-130.536,-94.210
21.405,-106.464,-35.015,-130.536,-94.210
21.410,-106.627,-35.823,-130.536,-94.210
21.415,-106.797,-36.604,-130.536,-94.210
21.420,-106.946,-37.432,-130.536,-94.210
21.425,-107.011,-38.317,-130.536,-94.210
21.430,-107.139,-39.167,-130.536,-94.210
21.435,-107.281,-39.926,-130.536,-94.210
21.440,-107.501,-40.693,-130.536,-94.210
21.445,-107.720,-41.453,-130.536,-94.210
21.450,-107.806,-42.240,-130.536,-94.210
21.455,-107.962,-42.957,-130.536,-94.210
21.460,-108.181,-43.717,-130.536,-94.210
21.465,-108.323,-44.435,-130.536,-94.210
21.470,-108.388,-45.187,-130.536,-94.210
21.475,-108.460,-45.988,-130.536,-94.210
21.480,-108.546,-46.754,-130.536,-94.210
21.485,-108.555,-47.548,-130.536,-94.210
21.490,-108.606,-48.307,-130.536,-94.210
21.495,-108.693,-49.032,-130.536,-94.210
21.500,-108.688,-49.826,-130.536,-94.210
21.505,-108.619,-50.591,-130.536,-94.210
21.510,-108.657,-51.379,-130.536,-94.210
21.515,-108.680,-52.082,-130.536,-94.210
21.520,-108.843,-52.779,-130.536,-94.210
21.525,-108.844,-53.426,-130.536,-94.210
21.530,-108.917,-54.144,-130.536,-94.210
21.535,-108.862,-54.826,-130.536,-94.210
21.540,-108.948,-55.530,-130.536,-94.210
21.545,-108.944,-56.219,-130.536,-94.210
21.550,-109.036,-56.874,-130.536,-94.210
21.555,-109.045,-57.515,-130.536,-94.210
21.560,-109.068,-58.135,-130.536,-94.210
21.565,-109.077,-58.817,-130.536,-94.210
21.570,-109.100,-59.451,-130.536,-94.210
21.575,-109.046,-60.099,-130.536,-94.210
21.580,-109.132,-60.698,-130.536,-94.210
21.585,-109.211,-61.297,-130.536,-94.210
21.590,-109.269,-61.910,-130.536,-94.210
21.595,-109.320,-62.551,-130.536,-94.210
21.600,-109.329,-63.192,-130.536,-94.210
21.605,-109.324,-63.839,-130.536,-94.210
21.610,-109.375,-64.480,-130.536,-94.210
21.615,-109.482,-65.100,-130.536,-94.210
21.620,-109.533,-65.741,-130.536,-94.210
