Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm),Theta 1,Theta 2,Omega 1,Omega 2
0.000,-33.385,57.552,-62.463,76.085,-5707.000,-12294.000,-5697.689,-12293.293
0.001,-33.428,57.551,-62.463,76.085,-5708.000,-12294.000,-5705.934,-12293.879
0.002,-33.538,57.568,-62.463,76.085,-5710.000,-12294.000,-5710.062,-12294.121
0.003,-33.603,57.567,-62.463,76.085,-5711.000,-12294.000,-5710.405,-12294.021
0.004,-33.647,57.573,-62.463,76.085,-5712.000,-12294.000,-5711.161,-12293.979
0.005,-33.756,57.590,-62.463,76.085,-5714.000,-12294.000,-5712.567,-12293.996
0.006,-33.865,57.608,-62.463,76.085,-5716.000,-12294.000,-5714.487,-12294.004
0.007,-33.975,57.626,-62.463,76.085,-5717.000,-12294.000,-5716.296,-12294.001
0.008,-34.018,57.610,-62.463,76.085,-5719.000,-12294.000,-5717.724,-12293.999
0.009,-34.106,57.670,-62.463,76.085,-5721.000,-12295.000,-5719.464,-12294.293
0.010,-34.215,57.688,-62.463,76.085,-5723.000,-12295.000,-5721.562,-12294.879
0.011,-34.281,57.686,-62.463,76.085,-5724.000,-12295.000,-5723.314,-12295.121
0.012,-34.390,57.690,-62.463,76.085,-5726.000,-12295.000,-5724.711,-12295.021
0.013,-34.477,57.708,-62.463,76.085,-5728.000,-12295.000,-5726.461,-12294.979
0.014,-34.587,57.726,-62.463,76.085,-5730.000,-12295.000,-5728.564,-12294.996
0.015,-34.652,57.746,-62.463,76.085,-5731.000,-12295.000,-5730.314,-12295.004
0.016,-34.761,57.728,-62.463,76.085,-5733.000,-12295.000,-5731.711,-12295.001
0.017,-34.783,57.748,-62.463,76.085,-5734.000,-12295.000,-5733.168,-12294.999
0.018,-34.849,57.768,-62.463,76.085,-5735.000,-12295.000,-5734.393,-12295.000
0.019,-34.958,57.806,-62.463,76.085,-5737.000,-12296.000,-5735.607,-12295.293
0.020,-35.024,57.826,-62.463,76.085,-5738.000,-12296.000,-5737.154,-12295.879
0.021,-35.067,57.810,-62.463,76.085,-5739.000,-12296.000,-5738.411,-12296.121
0.022,-35.133,57.830,-62.463,76.085,-5740.000,-12296.000,-5739.317,-12296.021
0.023,-35.155,57.828,-62.463,76.085,-5741.000,-12296.000,-5740.273,-12295.979
0.024,-35.220,57.848,-62.463,76.085,-5742.000,-12296.000,-5741.289,-12295.996
0.025,-35.329,57.907,-62.463,76.085,-5744.000,-12297.000,-5742.589,-12296.296
0.026,-35.373,57.891,-62.463,76.085,-5745.000,-12297.000,-5744.172,-12296.879
0.027,-35.439,57.890,-62.463,76.085,-5746.000,-12297.000,-5745.414,-12297.121
0.028,-35.526,57.929,-62.463,76.085,-5748.000,-12297.000,-5746.606,-12297.021
