Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm),Theta 1,Theta 2,Omega 1,Omega 2
0.000,142.325,-114.876,27.000,-45.000,-4809.000,-6703.000,142.354,-114.886
0.001,142.283,-114.862,27.000,-45.000,-4809.000,-6704.000,142.318,-114.874
0.002,142.283,-114.862,27.000,-45.000,-4809.000,-6704.000,142.283,-114.862
0.003,142.283,-114.862,27.000,-45.000,-4809.000,-6704.000,142.277,-114.860
0.004,142.283,-114.862,27.000,-45.000,-4809.000,-6704.000,142.283,-114.862
0.005,142.283,-114.862,27.000,-45.000,-4809.000,-6704.000,142.284,-114.863
0.006,142.283,-114.862,27.000,-45.000,-4809.000,-6704.000,142.283,-114.862
0.007,142.283,-114.862,27.000,-45.000,-4809.000,-6704.000,142.283,-114.862
0.008,142.283,-114.862,27.000,-45.000,-4809.000,-6704.000,142.283,-114.862
0.009,142.283,-114.862,27.000,-45.000,-4809.000,-6704.000,142.283,-114.862
0.010,142.283,-114.862,27.000,-45.000,-4809.000,-6704.000,142.283,-114.862
0.011,142.283,-114.862,27.000,-45.000,-4809.000,-6704.000,142.283,-114.862
0.012,142.283,-114.862,27.000,-45.000,-4809.000,-6704.000,142.283,-114.862
0.013,142.283,-114.862,27.000,-45.000,-4809.000,-6704.000,142.283,-114.862
0.014,142.283,-114.862,27.000,-45.000,-4809.000,-6704.000,142.283,-114.862
0.015,142.283,-114.862,27.000,-45.000,-4809.000,-6704.000,142.283,-114.862
0.016,142.283,-114.862,27.000,-45.000,-4809.000,-6704.000,142.283,-114.862
0.017,142.283,-114.862,27.000,-45.000,-4809.000,-6704.000,142.283,-114.862
0.018,142.283,-114.862,27.000,-45.000,-4809.000,-6704.000,142.283,-114.862
0.019,142.283,-114.862,27.000,-45.000,-4809.000,-6704.000,142.283,-114.862
0.020,142.283,-114.862,27.000,-45.000,-4809.000,-6704.000,142.283,-114.862
0.021,142.212,-114.892,27.000,-45.000,-4810.000,-6704.000,142.262,-114.871
0.022,142.212,-114.892,27.000,-45.000,-4810.000,-6704.000,142.220,-114.888
0.023,142.212,-114.892,27.000,-45.000,-4810.000,-6704.000,142.203,-114.896
0.024,142.212,-114.892,27.000,-45.000,-4810.000,-6704.000,142.210,-114.893
