Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm),Theta 1,Theta 2,Omega 1,Omega 2
0.000,-76.724,43.270,-62.463,76.085,-6504.000,-11743.000,-76.734,43.214
0.001,-76.724,43.381,-62.463,76.085,-6504.000,-11746.000,-76.726,43.303
0.002,-76.724,43.465,-62.463,76.085,-6504.000,-11748.000,-76.723,43.402
0.003,-76.710,43.548,-62.463,76.085,-6504.000,-11750.000,-76.720,43.493
0.004,-76.710,43.660,-62.463,76.085,-6504.000,-11753.000,-76.712,43.582
0.005,-76.710,43.743,-62.463,76.085,-6504.000,-11755.000,-76.709,43.680
0.006,-76.710,43.827,-62.463,76.085,-6504.000,-11757.000,-76.710,43.771
0.007,-76.696,43.910,-62.463,76.085,-6504.000,-11759.000,-76.707,43.852
0.008,-76.696,44.021,-62.463,76.085,-6504.000,-11762.000,-76.698,43.942
0.009,-76.696,44.105,-62.463,76.085,-6504.000,-11764.000,-76.695,44.042
0.010,-76.682,44.188,-62.463,76.085,-6504.000,-11766.000,-76.692,44.133
0.011,-76.682,44.258,-62.463,76.085,-6504.000,-11768.000,-76.684,44.209
0.012,-76.682,44.383,-62.463,76.085,-6504.000,-11771.000,-76.681,44.296
0.013,-76.669,44.467,-62.463,76.085,-6504.000,-11773.000,-76.678,44.401
0.014,-76.669,44.536,-62.463,76.085,-6504.000,-11775.000,-76.671,44.492
0.015,-76.669,44.620,-62.463,76.085,-6504.000,-11777.000,-76.667,44.564
0.016,-76.655,44.745,-62.463,76.085,-6504.000,-11780.000,-76.664,44.654
0.017,-76.655,44.815,-62.463,76.085,-6504.000,-11782.000,-76.657,44.760
0.018,-76.655,44.898,-62.463,76.085,-6504.000,-11784.000,-76.653,44.846
0.019,-76.655,44.982,-62.463,76.085,-6504.000,-11786.000,-76.654,44.922
0.020,-76.641,45.093,-62.463,76.085,-6504.000,-11789.000,-76.651,45.013
0.021,-76.641,45.177,-62.463,76.085,-6504.000,-11791.000,-76.642,45.114
0.022,-76.627,45.260,-62.463,76.085,-6504.000,-11793.000,-76.635,45.205
0.023,-76.627,45.330,-62.463,76.085,-6504.000,-11795.000,-76.628,45.281
0.024,-76.627,45.399,-62.463,76.085,-6504.000,-11797.000,-76.625,45.351
0.025,-76.613,45.524,-62.463,76.085,-6504.000,-11800.000,-76.623,45.436
0.026,-76.613,45.608,-62.463,76.085,-6504.000,-11802.000,-76.615,45.542
0.027,-76.613,45.677,-62.463,76.085,-6504.000,-11804.000,-76.611,45.633
0.028,-76.613,45.761,-62.463,76.085,-6504.000,-11806.000,-76.613,45.705
0.029,-76.599,45.844,-62.463,76.085,-6504.000,-11808.000,-76.609,45.783
0.030,-76.599,45.928,-62.463,76.085,-6504.000,-11810.000,-76.601,45.868
0.031,-76.599,46.039,-62.463,76.085,-6504.000,-11812.000,-76.597,45.961
0.032,-76.585,46.123,-62.463,76.085,-6504.000,-11815.000,-76.595,46.060
0.033,-76.585,46.206,-62.463,76.085,-6504.000,-11817.000,-76.587,46.151
0.034,-76.571,46.276,-62.463,76.085,-6504.000,-11819.000,-76.579,46.227
0.035,-76.571,46.359,-62.463,76.085,-6504.000,-11821.000,-76.573,46.301
0.036,-76.571,46.443,-62.463,76.085,-6504.000,-11823.000,-76.570,46.382
0.037,-76.571,46.512,-62.463,76.085,-6504.000,-11825.000,-76.571,46.463
0.038,-76.557,46.596,108.393,-52.597,-6504.000,-11827.000,-76.567,46.539
0.039,-76.557,46.679,108.393,-52.597,-6504.000,-11829.000,-76.559,46.619
0.040,-76.543,46.763,108.393,-52.597,-6504.000,-11831.000,-76.551,46.704
0.041,-76.543,46.833,108.393,-52.597,-6504.000,-11833.000,-76.545,46.784
0.042,-76.543,46.916,108.393,-52.597,-6504.000,-11835.000,-76.542,46.859
0.043,-76.529,47.000,108.393,-52.597,-6504.000,-11837.000,-76.539,46.939
0.044,-76.529,47.041,108.393,-52.597,-6504.000,-11838.000,-76.531,47.011
0.045,-76.529,47.111,108.393,-52.597,-6504.000,-11840.000,-76.528,47.067
0.046,-76.529,47.194,108.393,-52.597,-6504.000,-11842.000,-76.529,47.132
0.047,-76.516,47.278,108.393,-52.597,-6504.000,-11844.000,-76.526,47.216
0.048,-76.516,47.347,108.393,-52.597,-6504.000,-11846.000,-76.517,47.299
0.049,-76.516,47.431,108.393,-52.597,-6504.000,-11848.000,-76.514,47.374
0.050,-76.502,47.514,108.393,-52.597,-6504.000,-11850.000,-76.511,47.454
0.051,-76.502,47.598,108.393,-52.597,-6504.000,-11852.000,-76.504,47.538
0.052,-76.502,47.667,108.393,-52.597,-6504.000,-11854.000,-76.500,47.619
0.053,-76.488,47.709,108.393,-52.597,-6504.000,-11855.000,-76.497,47.681
0.054,-76.488,47.793,108.393,-52.597,-6504.000,-11857.000,-76.490,47.737
0.055,-76.488,47.876,108.393,-52.597,-6504.000,-11859.000,-76.486,47.812
0.056,-76.474,47.946,108.393,-52.597,-6504.000,-11861.000,-76.483,47.896
