Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm),Theta 1,Theta 2,Omega 1,Omega 2
0.000,-70.606,42.047,-62.463,76.085,-6393.000,-11748.000,-70.527,41.884
0.001,-70.958,42.922,-62.463,76.085,-6400.000,-11768.000,-70.709,42.298
0.002,-71.067,43.135,-62.463,76.085,-6402.000,-11773.000,-70.961,42.906
0.003,-71.184,43.369,-62.463,76.085,-6404.000,-11778.000,-71.131,43.285
0.004,-71.293,43.582,-62.463,76.085,-6406.000,-11783.000,-71.220,43.442
0.005,-71.389,43.817,-62.463,76.085,-6408.000,-11787.000,-71.317,43.639
0.006,-71.484,43.988,-62.463,76.085,-6410.000,-11792.000,-71.418,43.862
0.007,-71.550,44.175,-62.463,76.085,-6411.000,-11796.000,-71.504,44.052
0.008,-71.645,44.387,-62.463,76.085,-6413.000,-11801.000,-71.581,44.236
0.009,-71.689,44.560,-62.463,76.085,-6414.000,-11805.000,-71.654,44.433
0.010,-71.784,44.753,-62.463,76.085,-6416.000,-11809.000,-71.722,44.622
0.011,-71.836,44.946,-62.463,76.085,-6417.000,-11814.000,-71.794,44.808
0.012,-71.901,45.119,-62.463,76.085,-6418.000,-11818.000,-71.859,44.996
0.013,-71.931,45.306,-62.463,76.085,-6419.000,-11822.000,-71.909,45.176
0.014,-71.983,45.499,-62.463,76.085,-6420.000,-11827.000,-71.950,45.361
0.015,-72.026,45.694,-62.463,76.085,-6421.000,-11831.000,-71.993,45.555
0.016,-72.078,45.886,-62.463,76.085,-6422.000,-11836.000,-72.042,45.750
0.017,-72.108,46.115,-62.463,76.085,-6423.000,-11841.000,-72.086,45.954
0.018,-72.159,46.330,-62.463,76.085,-6424.000,-11846.000,-72.126,46.174
0.019,-72.211,46.523,-62.463,76.085,-6425.000,-11851.000,-72.172,46.388
0.020,-72.255,46.737,-62.463,76.085,-6426.000,-11856.000,-72.223,46.589
0.021,-72.306,46.952,-62.463,76.085,-6426.000,-11860.000,-72.271,46.797
0.022,-72.292,47.119,-62.463,76.085,-6427.000,-11865.000,-72.301,47.000
0.023,-72.322,47.320,-62.463,76.085,-6428.000,-11870.000,-72.309,47.184
0.024,-72.374,47.535,-62.463,76.085,-6429.000,-11875.000,-72.332,47.379
0.025,-72.374,47.688,-62.463,76.085,-6429.000,-11879.000,-72.370,47.577
