Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm),Theta 1,Theta 2,Omega 1,Omega 2
0.000,177.030,-62.590,27.000,-45.000,-3769.000,-8009.000,177.560,-63.279
0.001,176.833,-62.292,27.000,-45.000,-3766.000,-8021.000,177.036,-62.580
0.002,176.581,-61.958,27.000,-45.000,-3763.000,-8034.000,176.692,-62.112
0.003,176.364,-61.610,27.000,-45.000,-3760.000,-8046.000,176.513,-61.847
0.004,176.167,-61.290,27.000,-45.000,-3757.000,-8059.000,176.313,-61.532
0.005,175.873,-60.929,27.000,-45.000,-3754.000,-8073.000,176.079,-61.183
0.006,175.604,-60.660,27.000,-45.000,-3752.000,-8084.000,175.805,-60.852
0.007,175.513,-60.382,27.000,-45.000,-3750.000,-8093.000,175.575,-60.568
0.008,175.411,-60.189,27.000,-45.000,-3747.000,-8101.000,175.460,-60.326
0.009,175.338,-60.018,27.000,-45.000,-3745.000,-8107.000,175.391,-60.131
0.010,175.272,-59.861,27.000,-45.000,-3743.000,-8113.000,175.319,-59.970
0.011,175.234,-59.669,27.000,-45.000,-3742.000,-8119.000,175.260,-59.805
0.012,175.075,-59.542,27.000,-45.000,-3740.000,-8125.000,175.184,-59.636
0.013,174.960,-59.357,27.000,-45.000,-3738.000,-8132.000,175.056,-59.479
0.014,174.950,-59.192,27.000,-45.000,-3736.000,-8137.000,174.952,-59.315
0.015,174.926,-59.013,27.000,-45.000,-3735.000,-8142.000,174.927,-59.138
0.016,174.844,-58.900,27.000,-45.000,-3733.000,-8147.000,174.904,-58.980
0.017,174.713,-58.751,27.000,-45.000,-3732.000,-8152.000,174.815,-58.848
0.018,174.631,-58.659,27.000,-45.000,-3731.000,-8156.000,174.695,-58.728
0.019,174.542,-58.538,27.000,-45.000,-3730.000,-8161.000,174.598,-58.618
0.020,174.433,-58.411,27.000,-45.000,-3729.000,-8165.000,174.510,-58.504
0.021,174.379,-58.290,27.000,-45.000,-3728.000,-8170.000,174.421,-58.377
0.022,174.212,-58.192,27.000,-45.000,-3728.000,-8175.000,174.323,-58.260
0.023,174.073,-58.109,27.000,-45.000,-3728.000,-8179.000,174.184,-58.165
0.024,173.892,-58.025,27.000,-45.000,-3728.000,-8184.000,174.018,-58.083
0.025,173.796,-57.898,27.000,-45.000,-3727.000,-8188.000,173.867,-57.988
0.026,173.586,-57.844,27.000,-45.000,-3728.000,-8193.000,173.725,-57.888
0.027,173.447,-57.775,27.000,-45.000,-3728.000,-8197.000,173.558,-57.815
0.028,173.307,-57.691,27.000,-45.000,-3728.000,-8201.000,173.399,-57.751
0.029,173.168,-57.594,27.000,-45.000,-3728.000,-8205.000,173.264,-57.666
0.030,173.001,-57.524,27.000,-45.000,-3728.000,-8210.000,173.120,-57.575
0.031,172.848,-57.441,27.000,-45.000,-3728.000,-8214.000,172.960,-57.496
0.032,172.723,-57.357,27.000,-45.000,-3728.000,-8218.000,172.810,-57.418
0.033,172.570,-57.274,27.000,-45.000,-3728.000,-8222.000,172.674,-57.333
0.034,172.445,-57.204,27.000,-45.000,-3728.000,-8226.000,172.537,-57.253
0.035,172.292,-57.121,27.000,-45.000,-3728.000,-8230.000,172.397,-57.178
0.036,172.166,-57.051,27.000,-45.000,-3728.000,-8234.000,172.258,-57.102
0.037,171.999,-56.954,27.000,-45.000,-3728.000,-8239.000,172.114,-57.021
0.038,171.733,-56.894,27.000,-45.000,-3729.000,-8244.000,171.926,-56.939
0.039,171.566,-56.797,27.000,-45.000,-3729.000,-8248.000,171.697,-56.861
0.040,171.399,-56.699,27.000,-45.000,-3729.000,-8253.000,171.504,-56.772
0.041,171.146,-56.618,27.000,-45.000,-3730.000,-8259.000,171.323,-56.676
0.042,170.916,-56.572,27.000,-45.000,-3731.000,-8264.000,171.092,-56.602
0.043,170.707,-56.447,27.000,-45.000,-3731.000,-8270.000,170.852,-56.531
0.044,170.413,-56.329,27.000,-45.000,-3732.000,-8276.000,170.616,-56.422
0.045,170.196,-56.270,27.000,-45.000,-3733.000,-8281.000,170.360,-56.312
0.046,169.902,-56.160,27.000,-45.000,-3734.000,-8287.000,170.102,-56.229
0.047,169.666,-56.035,27.000,-45.000,-3734.000,-8294.000,169.840,-56.130
0.048,169.344,-55.926,27.000,-45.000,-3735.000,-8301.000,169.566,-56.006
0.049,169.021,-55.824,27.000,-45.000,-3736.000,-8308.000,169.258,-55.893
0.050,168.713,-55.715,27.000,-45.000,-3737.000,-8315.000,168.932,-55.791
0.051,168.342,-55.621,27.000,-45.000,-3739.000,-8322.000,168.601,-55.689
0.052,167.992,-55.492,27.000,-45.000,-3740.000,-8330.000,168.247,-55.582
0.053,167.578,-55.371,27.000,-45.000,-3742.000,-8338.000,167.869,-55.460
0.054,167.157,-55.285,27.000,-45.000,-3744.000,-8346.000,167.461,-55.345
0.055,166.765,-55.120,27.000,-45.000,-3745.000,-8355.000,167.044,-55.232
0.056,166.487,-54.953,27.000,-45.000,-3745.000,-8363.000,166.679,-55.081
0.057,166.131,-54.802,27.000,-45.000,-3746.000,-8372.000,166.369,-54.910
0.058,165.740,-54.637,27.000,-45.000,-3747.000,-8381.000,166.027,-54.750
0.059,165.433,-54.442,27.000,-45.000,-3747.000,-8390.000,165.657,-54.581
0.060,165.056,-54.313,27.000,-45.000,-3748.000,-8399.000,165.311,-54.408
0.061,164.700,-54.148,27.000,-45.000,-3749.000,-8408.000,164.959,-54.256
0.062,164.237,-54.020,27.000,-45.000,-3751.000,-8417.000,164.564,-54.114
0.063,163.796,-53.871,27.000,-45.000,-3753.000,-8426.000,164.119,-53.974
0.064,163.305,-53.744,27.000,-45.000,-3755.000,-8436.000,163.649,-53.836
0.065,162.899,-53.551,27.000,-45.000,-3756.000,-8445.000,163.190,-53.685
0.066,162.458,-53.424,27.000,-45.000,-3758.000,-8455.000,162.760,-53.521
0.067,161.903,-53.276,27.000,-45.000,-3761.000,-8465.000,162.299,-53.373
0.068,161.426,-53.135,27.000,-45.000,-3763.000,-8475.000,161.779,-53.236
0.069,160.943,-52.994,27.000,-45.000,-3765.000,-8485.000,161.275,-53.094
0.070,160.466,-52.817,27.000,-45.000,-3767.000,-8495.000,160.801,-52.942
0.071,159.997,-52.654,27.000,-45.000,-3769.000,-8505.000,160.330,-52.773
0.072,159.619,-52.497,27.000,-45.000,-3770.000,-8514.000,159.886,-52.606
0.073,159.128,-52.334,27.000,-45.000,-3772.000,-8524.000,159.464,-52.448
0.074,158.659,-52.179,27.000,-45.000,-3774.000,-8534.000,159.005,-52.289
0.075,158.281,-51.986,27.000,-45.000,-3775.000,-8543.000,158.548,-52.121
0.076,157.741,-51.874,27.000,-45.000,-3778.000,-8553.000,158.110,-51.957
0.077,157.250,-51.719,27.000,-45.000,-3780.000,-8563.000,157.617,-51.819
0.078,156.795,-51.542,27.000,-45.000,-3782.000,-8573.000,157.113,-51.672
0.079,156.254,-51.417,27.000,-45.000,-3785.000,-8583.000,156.629,-51.510
0.080,155.763,-51.226,27.000,-45.000,-3787.000,-8593.000,156.121,-51.354
0.081,155.222,-51.087,27.000,-45.000,-3790.000,-8603.000,155.600,-51.192
0.082,154.682,-50.961,27.000,-45.000,-3793.000,-8613.000,155.068,-51.045
