Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm),Theta 1,Theta 2,Omega 1,Omega 2
0.000,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.001,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.002,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.003,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.004,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.005,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.006,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.007,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.008,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.009,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.010,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.011,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.012,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.013,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.014,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.015,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.016,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.017,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.018,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.019,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.020,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.021,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.022,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.023,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.024,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.025,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.026,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.027,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.028,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.029,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.030,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.031,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.032,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.033,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.034,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.035,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.036,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.037,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.038,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.039,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
0.040,-22.271,67.697,0.000,60.000,-5493.000,-12575.000,-22.271,67.697
