Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm),Theta 1,Theta 2,Omega 1,Omega 2
0.000,-47.713,44.355,-62.463,76.085,-5977.000,-11914.000,-47.667,44.246
0.001,-47.713,44.467,-62.463,76.085,-5977.000,-11917.000,-47.710,44.390
0.002,-47.778,44.632,-62.463,76.085,-5978.000,-11921.000,-47.740,44.520
0.003,-47.822,44.763,-62.463,76.085,-5979.000,-11924.000,-47.784,44.663
0.004,-47.822,44.888,-62.463,76.085,-5979.000,-11927.000,-47.823,44.803
0.005,-47.822,44.958,-62.463,76.085,-5979.000,-11929.000,-47.829,44.910
0.006,-47.901,45.081,-62.463,76.085,-5980.000,-11932.000,-47.845,45.000
0.007,-47.901,45.164,-62.463,76.085,-5980.000,-11934.000,-47.891,45.099
0.008,-47.967,45.254,-62.463,76.085,-5981.000,-11936.000,-47.930,45.194
0.009,-47.967,45.296,-62.463,76.085,-5981.000,-11937.000,-47.961,45.267
0.010,-48.011,45.377,-62.463,76.085,-5982.000,-11939.000,-47.986,45.325
0.011,-48.011,45.419,-62.463,76.085,-5982.000,-11940.000,-48.006,45.385
0.012,-48.076,45.508,-62.463,76.085,-5983.000,-11942.000,-48.034,45.449
0.013,-48.076,45.550,-62.463,76.085,-5983.000,-11943.000,-48.069,45.516
0.014,-48.076,45.592,-62.463,76.085,-5983.000,-11944.000,-48.084,45.568
0.015,-48.098,45.654,-62.463,76.085,-5984.000,-11945.000,-48.084,45.611
0.016,-48.098,45.695,-62.463,76.085,-5984.000,-11946.000,-48.094,45.663
0.017,-48.164,45.721,-62.463,76.085,-5985.000,-11947.000,-48.120,45.705
0.018,-48.164,45.763,-62.463,76.085,-5985.000,-11948.000,-48.156,45.736
0.019,-48.164,45.805,-62.463,76.085,-5985.000,-11949.000,-48.171,45.773
0.020,-48.229,45.866,-62.463,76.085,-5986.000,-11950.000,-48.184,45.822
0.021,-48.243,45.908,-62.463,76.085,-5986.000,-11951.000,-48.224,45.877
0.022,-48.243,45.936,-62.463,76.085,-5986.000,-11952.000,-48.249,45.919
0.023,-48.243,45.978,-62.463,76.085,-5986.000,-11953.000,-48.246,45.950
0.024,-48.287,45.976,-62.463,76.085,-5987.000,-11953.000,-48.255,45.975
0.025,-48.287,46.017,-62.463,76.085,-5987.000,-11954.000,-48.281,45.993
0.026,-48.287,46.059,-62.463,76.085,-5987.000,-11955.000,-48.292,46.025
0.027,-48.287,46.101,-62.463,76.085,-5987.000,-11956.000,-48.288,46.071
0.028,-48.352,46.121,-62.463,76.085,-5988.000,-11956.000,-48.305,46.108
