Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm),Theta 1,Theta 2,Omega 1,Omega 2
0.000,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.001,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.002,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.003,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.004,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.005,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.006,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.007,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.008,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.009,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.010,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.011,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.012,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.013,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.014,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.015,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.016,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.017,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.018,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.019,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.020,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.021,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.022,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.023,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.024,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.025,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.026,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.027,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.028,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.029,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.030,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.031,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.032,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.033,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.034,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.035,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.036,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.037,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.038,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.039,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.040,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.041,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.042,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.043,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.044,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.045,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.046,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.047,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.048,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.049,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.050,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.051,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.052,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.053,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.054,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.055,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.056,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.057,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.058,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.059,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.060,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.061,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.062,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.063,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.064,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.065,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.066,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.067,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.068,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.069,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.070,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.071,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.072,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.073,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.074,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.075,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.076,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.077,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.078,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.079,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.080,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.081,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.082,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.083,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.084,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.085,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.086,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.087,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.088,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.089,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.090,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.091,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.092,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.093,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.094,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.095,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.096,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.097,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.098,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.099,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.100,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.101,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.102,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.103,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.104,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.105,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.106,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.107,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.108,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.109,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.110,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
0.111,131.511,39.624,27.000,-45.000,-2974.000,-11213.000,131.511,39.624
