Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm),Force X (N),Force Y (N)
0.000,9.134,7.042,0.000,-0.600
0.005,8.455,6.951,0.000,-0.600
0.010,7.883,6.822,0.000,-0.600
0.015,7.189,6.717,0.000,-0.600
0.020,6.560,6.586,0.000,-0.600
0.025,5.995,6.479,0.000,-0.600
0.030,5.330,6.346,0.000,-0.600
0.035,4.758,6.176,0.000,-0.600
0.040,4.128,6.045,0.000,-0.600
0.045,3.463,5.906,0.000,-0.600
0.050,2.912,5.757,0.000,-0.600
0.055,2.275,5.584,0.000,-0.600
0.060,1.667,5.434,0.000,-0.600
0.065,1.122,5.235,0.000,-0.600
0.070,0.528,5.043,0.000,-0.600
0.075,-0.044,4.872,0.000,-0.600
0.080,-0.660,4.707,0.000,-0.600
0.085,-1.262,4.515,0.000,-0.600
0.090,-1.806,4.275,0.000,-0.600
0.095,-2.422,4.082,0.000,-0.600
0.100,-2.980,3.919,0.000,-0.600
0.105,-3.445,3.667,0.000,-0.600
0.110,-4.003,3.505,0.000,-0.600
0.115,-4.468,3.252,0.000,-0.600
0.120,-4.911,3.030,0.000,-0.600
0.125,-5.433,2.875,0.000,-0.600
0.130,-6.013,2.635,0.000,-0.600
0.135,-6.377,2.442,0.000,-0.600
0.140,-6.842,2.262,0.000,-0.600
0.145,-7.328,2.023,0.000,-0.600
0.150,-7.736,1.745,0.000,-0.600
0.155,-8.179,1.545,0.000,-0.600
0.160,-8.651,1.279,0.000,-0.600
0.165,-9.015,1.080,0.000,-0.600
0.170,-9.365,0.818,0.000,-0.600
0.175,-9.714,0.556,0.000,-0.600
0.180,-10.078,0.321,0.000,-0.600
0.185,-10.427,0.081,0.000,-0.600
0.190,-10.733,-0.138,0.000,-0.600
0.195,-11.025,-0.384,0.000,-0.600
0.200,-11.389,-0.618,0.000,-0.600
0.205,-11.637,-0.843,0.000,-0.600
0.210,-11.899,-1.018,0.000,-0.600
0.215,-12.082,-1.191,0.000,-0.600
0.220,-12.344,-1.387,0.000,-0.600
0.225,-12.541,-1.560,0.000,-0.600
0.230,-12.781,-1.735,0.000,-0.600
0.235,-13.000,-1.888,0.000,-0.600
0.240,-13.103,-2.081,0.000,-0.600
0.245,-13.264,-2.232,0.000,-0.600
