Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm),Theta 1,Theta 2,Omega 1,Omega 2
0.000,-93.589,-20.675,27.000,-45.000,-6872.000,-9988.000,-93.375,-20.707
0.001,-94.901,-20.333,27.000,-45.000,-6892.000,-9988.000,-93.976,-20.570
0.002,-95.161,-20.253,27.000,-45.000,-6895.000,-9988.000,-94.855,-20.345
0.003,-95.429,-20.187,27.000,-45.000,-6900.000,-9988.000,-95.367,-20.203
0.004,-95.675,-20.122,27.000,-45.000,-6904.000,-9988.000,-95.521,-20.160
0.005,-96.067,-20.016,27.000,-45.000,-6910.000,-9988.000,-95.771,-20.096
0.006,-96.371,-19.972,27.000,-45.000,-6914.000,-9988.000,-96.135,-20.009
0.007,-96.617,-19.893,27.000,-45.000,-6918.000,-9988.000,-96.457,-19.941
0.008,-96.806,-19.861,27.000,-45.000,-6921.000,-9988.000,-96.683,-19.887
0.009,-97.088,-19.781,27.000,-45.000,-6925.000,-9988.000,-96.893,-19.833
0.010,-97.356,-19.716,27.000,-45.000,-6929.000,-9988.000,-97.153,-19.767
0.011,-97.523,-19.656,27.000,-45.000,-6932.000,-9988.000,-97.406,-19.697
0.012,-97.791,-19.590,27.000,-45.000,-6936.000,-9988.000,-97.616,-19.635
0.013,-98.059,-19.538,27.000,-45.000,-6940.000,-9988.000,-97.857,-19.576
0.014,-98.341,-19.459,27.000,-45.000,-6944.000,-9988.000,-98.139,-19.514
0.015,-98.588,-19.393,27.000,-45.000,-6948.000,-9988.000,-98.414,-19.443
0.016,-98.798,-19.333,27.000,-45.000,-6951.000,-9988.000,-98.654,-19.374
0.017,-99.045,-19.268,27.000,-45.000,-6955.000,-9988.000,-98.875,-19.313
0.018,-99.370,-19.182,27.000,-45.000,-6960.000,-9988.000,-99.135,-19.244
0.019,-99.639,-19.117,27.000,-45.000,-6964.000,-9988.000,-99.439,-19.166
0.020,-99.986,-19.031,27.000,-45.000,-6969.000,-9988.000,-99.748,-19.089
0.021,-100.255,-18.951,27.000,-45.000,-6973.000,-9988.000,-100.057,-19.010
0.022,-100.421,-18.906,27.000,-45.000,-6976.000,-9988.000,-100.312,-18.938
0.023,-100.711,-18.826,27.000,-45.000,-6980.000,-9988.000,-100.520,-18.878
0.024,-100.958,-18.774,27.000,-45.000,-6984.000,-9988.000,-100.767,-18.815
0.025,-101.218,-18.695,27.000,-45.000,-6988.000,-9988.000,-101.037,-18.748
0.026,-101.486,-18.629,27.000,-45.000,-6992.000,-9988.000,-101.298,-18.678
0.027,-101.675,-18.547,27.000,-45.000,-6995.000,-9988.000,-101.540,-18.604
0.028,-101.943,-18.482,27.000,-45.000,-6999.000,-9988.000,-101.763,-18.530
0.029,-102.146,-18.422,27.000,-45.000,-7002.000,-9988.000,-101.993,-18.463
0.030,-102.269,-18.410,27.000,-45.000,-7004.000,-9988.000,-102.188,-18.418
0.031,-102.479,-18.350,27.000,-45.000,-7007.000,-9988.000,-102.342,-18.387
0.032,-102.660,-18.291,27.000,-45.000,-7010.000,-9988.000,-102.521,-18.339
0.033,-102.805,-18.265,27.000,-45.000,-7012.000,-9988.000,-102.704,-18.284
0.034,-102.994,-18.205,27.000,-45.000,-7015.000,-9988.000,-102.867,-18.242
0.035,-103.197,-18.146,27.000,-45.000,-7018.000,-9988.000,-103.048,-18.192
0.036,-103.385,-18.100,27.000,-45.000,-7021.000,-9988.000,-103.249,-18.133
0.037,-103.588,-18.040,27.000,-45.000,-7024.000,-9988.000,-103.447,-18.080
0.038,-103.719,-18.008,27.000,-45.000,-7026.000,-9988.000,-103.625,-18.032
0.039,-103.922,-17.968,27.000,-45.000,-7029.000,-9988.000,-103.787,-17.994
0.040,-104.045,-17.907,27.000,-45.000,-7031.000,-9988.000,-103.949,-17.951
0.041,-104.168,-17.881,27.000,-45.000,-7033.000,-9988.000,-104.089,-17.902
0.042,-104.234,-17.861,27.000,-45.000,-7034.000,-9988.000,-104.189,-17.871
0.043,-104.379,-17.821,27.000,-45.000,-7036.000,-9988.000,-104.282,-17.848
0.044,-104.458,-17.801,27.000,-45.000,-7037.000,-9988.000,-104.392,-17.819
0.045,-104.502,-17.781,27.000,-45.000,-7038.000,-9988.000,-104.478,-17.793
0.046,-104.559,-17.761,27.000,-45.000,-7039.000,-9988.000,-104.525,-17.775
0.047,-104.559,-17.761,27.000,-45.000,-7039.000,-9988.000,-104.557,-17.762
0.048,-104.502,-17.781,27.000,-45.000,-7038.000,-9988.000,-104.549,-17.765
0.049,-104.502,-17.781,27.000,-45.000,-7038.000,-9988.000,-104.509,-17.779
0.050,-104.502,-17.781,27.000,-45.000,-7038.000,-9988.000,-104.494,-17.784
0.051,-104.502,-17.781,27.000,-45.000,-7038.000,-9988.000,-104.501,-17.782
0.052,-104.502,-17.781,27.000,-45.000,-7038.000,-9988.000,-104.503,-17.781
0.053,-104.458,-17.801,27.000,-45.000,-7037.000,-9988.000,-104.489,-17.787
0.054,-104.458,-17.801,27.000,-45.000,-7037.000,-9988.000,-104.463,-17.799
0.055,-104.458,-17.801,27.000,-45.000,-7037.000,-9988.000,-104.453,-17.804
0.056,-104.458,-17.801,27.000,-45.000,-7037.000,-9988.000,-104.457,-17.802
0.057,-104.458,-17.801,27.000,-45.000,-7037.000,-9988.000,-104.459,-17.801
0.058,-104.458,-17.801,27.000,-45.000,-7037.000,-9988.000,-104.458,-17.801
0.059,-104.458,-17.801,27.000,-45.000,-7037.000,-9988.000,-104.458,-17.801
0.060,-104.379,-17.821,27.000,-45.000,-7036.000,-9988.000,-104.435,-17.807
