Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm),Force X (N),Force Y (N)
0.000,-63.280,46.748,-62.463,76.085
0.005,-63.012,47.734,-62.463,76.085
0.010,-62.817,48.781,-62.463,76.085
0.015,-62.680,49.640,-62.463,76.085
0.020,-62.478,50.242,-62.463,76.085
0.025,-62.311,50.692,-62.463,76.085
0.030,-62.122,51.099,-62.463,76.085
0.035,-61.890,51.487,-62.463,76.085
0.040,-61.635,51.832,-62.463,76.085
0.045,-61.439,52.200,-62.463,76.085
0.050,-61.206,52.504,-62.463,76.085
0.055,-60.952,52.850,108.393,-52.597
0.060,-60.741,53.154,108.393,-52.597
0.065,-60.501,53.480,108.393,-52.597
0.070,-60.225,53.695,108.393,-52.597
0.075,-59.985,53.937,108.393,-52.597
0.080,-59.832,54.108,108.393,-52.597
0.085,-59.577,54.259,108.393,-52.597
0.090,-59.424,54.430,108.393,-52.597
0.095,-59.250,54.559,108.393,-52.597
0.100,-59.097,54.646,108.393,-52.597
0.105,-58.878,54.736,108.393,-52.597
0.110,-58.725,54.781,108.393,-52.597
0.115,-58.499,54.765,108.393,-52.597
0.120,-58.346,54.769,108.393,-52.597
0.125,-58.171,54.787,108.393,-52.597
0.130,-58.032,54.749,108.393,-52.597
0.135,-57.857,54.725,108.393,-52.597
0.140,-57.696,54.723,108.393,-52.597
0.145,-57.543,54.685,108.393,-52.597
0.150,-57.382,54.661,108.393,-52.597
0.155,-57.229,54.624,108.393,-52.597
0.160,-57.055,54.600,108.393,-52.597
0.165,-56.872,54.542,108.393,-52.597
0.170,-56.741,54.538,108.393,-52.597
0.175,-56.580,54.500,108.393,-52.597
0.180,-56.427,54.462,108.393,-52.597
0.185,-56.318,54.458,108.393,-52.597
0.190,-56.113,54.401,108.393,-52.597
0.195,-55.895,54.379,108.393,-52.597
0.200,-55.690,54.321,108.393,-52.597
0.205,-55.420,54.301,108.393,-52.597
0.210,-55.158,54.237,108.393,-52.597
0.215,-54.909,54.181,108.393,-52.597
0.220,-54.508,54.121,108.393,-52.597
0.225,-53.998,54.038,108.393,-52.597
0.230,-53.400,53.920,108.393,-52.597
0.235,-52.714,53.799,108.393,-52.597
0.240,-51.912,53.659,108.393,-52.597
0.245,-51.292,53.557,108.393,-52.597
